Name,Title,aiconalt,View,State,View1,asizebase
MADAN MOHAN,Good,5.0 out of 5 stars,"Reviewed in India on April 1, 2021",Verified Purchase,This product is good.,
RashmiChauhan,I will recommend this brand . It is really good and super fast,5.0 out of 5 stars,"Reviewed in India on May 20, 2022",Verified Purchase,The product is very good. I bought many brands but this one is best in all,
ASHRAF NADUVILAKATH,Bad product,1.0 out of 5 stars,"Reviewed in India on October 26, 2019",Verified Purchase,"Very problems, all jar leaking, this not a original product.",One person found this helpful
Saranya krishnan,good,5.0 out of 5 stars,"Reviewed in India on December 17, 2020",Verified Purchase,good works fine,
Shine Robert,Performance beyond my expectations,5.0 out of 5 stars,"Reviewed in India on February 8, 2022",Verified Purchase,"I recommend this product without any hesitation, really worth buying",
Kamal sivarama pandiyan,Always check the watts,5.0 out of 5 stars,"Reviewed in India on February 15, 2019",Verified Purchase,There are three variation this is 750 watts.Don't forget to  check this......But less noice,
Appireddy,Works perfect,5.0 out of 5 stars,"Reviewed in India on March 20, 2020",Verified Purchase,Nice product,One person found this helpful
Krishna,Well,4.0 out of 5 stars,"Reviewed in India on July 29, 2022",Verified Purchase,Good work,One person found this helpful
Amazingly,Very good,5.0 out of 5 stars,"Reviewed in India on October 28, 2018",Verified Purchase,worth for a small family to  make idly and dosa. Small jar is very useful.,One person found this helpful
Nareshk,Too good,5.0 out of 5 stars,"Reviewed in India on May 29, 2020",Verified Purchase,Nice,One person found this helpful
Shubha,Very good,4.0 out of 5 stars,"Reviewed in India on November 26, 2020",Verified Purchase,"Very good product, worth for money",
Nitin Mohta,The large pot is not helpful,3.0 out of 5 stars,"Reviewed in India on March 24, 2022",Verified Purchase,The large pot has a very large base. Does not blend things very well.,
Anuradha,Stopped working in month,1.0 out of 5 stars,"Reviewed in India on January 5, 2021",Verified Purchase,"Dislike, machine was burnt with in the month",
Sonaj,Power on lamp stopped working from next day onwards.  Very disappointed.,1.0 out of 5 stars,"Reviewed in India on November 15, 2021",Verified Purchase,The power indicator lamp stopped working from next day after receiving.  Totally disappointing as this was a present for my Mom.,
Manoj KK,Very good items,5.0 out of 5 stars,"Reviewed in India on December 21, 2019",Verified Purchase,Overall good product,One person found this helpful
Amazon Customer,Poor Quality product,1.0 out of 5 stars,"Reviewed in India on November 20, 2020",Verified Purchase,"Problems we are facing, burning smell with in a week of usage and after 2 weeks it stopped working. The headache with customer care starts now. Hope to replace.",
Raveesh Renjala,Happy with purchase,5.0 out of 5 stars,"Reviewed in India on December 17, 2019",Verified Purchase,Comparatively noise is less. Old design but still holds good.,
Santosh Kumar K,Too much noicy...,2.0 out of 5 stars,"Reviewed in India on April 28, 2022",Verified Purchase,Mixy built quality is good but noice level is very high... Can't bare the noice at home,
J & A,We received the product without the lid of the biggest ...,3.0 out of 5 stars,"Reviewed in India on May 19, 2018",Verified Purchase,We received the product without the lid of the biggest jar. Did not use or check the Mixie. Returning it back,
Amazon Customer,Received faulty product with the seller..,1.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,"Received faulty product.. It is whistle sound when we turn on to grind.. The same product which we bought is excellent.. This seller is selling default or exchanged product..

Worst experience.. Never buy with this seller...",
gomthi muthukumar,Gift,5.0 out of 5 stars,"Reviewed in India on August 20, 2019",Verified Purchase,I gifted and she is very happy,One person found this helpful
Sunil Vernekar,Four Stars,2.0 out of 5 stars,"Reviewed in India on October 23, 2017",Verified Purchase,Product is good... But the package was not sealed when received... Stirrer is missing and medium jar is leaky... Better to buy from a shop,
Lokesh Nagaraju,Long life and real Value for money,5.0 out of 5 stars,"Reviewed in India on August 19, 2020",Verified Purchase,Wanna have a nice rugged economical mixer grinder look no further value for money,One person found this helpful
Amazon Customer,"Worst product, jars not working",1.0 out of 5 stars,"Reviewed in India on August 10, 2021",Verified Purchase,"Worst product ever used. Jar screw are becoming loss, and leaking.. now not in working condition also.. worst product from preethi",
ivy dsouza,Preethi mixer top quality,5.0 out of 5 stars,"Reviewed in India on August 22, 2019",Verified Purchase,Very good quality and easy to use.,One person found this helpful
v.m,Not satisfied,1.0 out of 5 stars,"Reviewed in India on January 3, 2021",Verified Purchase,Got it for my mother because of the brand name..but very difficult to remov the jar from the mixie... heats up fast when grinding dosa batter...,
Amruth,Efficient and effective mixer,5.0 out of 5 stars,"Reviewed in India on January 13, 2019",Verified Purchase,This mixer grider is very powerful and efficient . the motor is powerful and the blade design is great to process any kind of ingredients .,One person found this helpful
Muthu pandi,No 1 mixer grinder super,5.0 out of 5 stars,"Reviewed in India on October 9, 2017",Verified Purchase,Nice product preethi is the best mixer grinder. I always recommend preethi nice one I really loved it,One person found this helpful
Siri Redy,Good,5.0 out of 5 stars,"Reviewed in India on March 13, 2021",Verified Purchase,Good,
Amazon Customer,Worst Product,1.0 out of 5 stars,"Reviewed in India on September 11, 2021",Verified Purchase,Worst product. All jars are leaking within 6 month. Smoke also stated. don't by this product,
shagar gopi,A decent one for the price.,4.0 out of 5 stars,"Reviewed in India on May 27, 2019",Verified Purchase,"A good one for normal domestic usage for small quantity grinding.Large jars not effective.
Noise level are ok",
varma,Stopped after using 2 months,1.0 out of 5 stars,"Reviewed in India on May 4, 2021",Verified Purchase,Worst product.The customer care number given in website doesnt work.,
NadimuthuCarsoft,good,4.0 out of 5 stars,"Reviewed in India on June 2, 2021",Verified Purchase,good,
SP,Good product,5.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,Good but noisy,One person found this helpful
Srinivas,Good quality,5.0 out of 5 stars,"Reviewed in India on November 17, 2019",Verified Purchase,Good quality,One person found this helpful
Nis,Excellent product,5.0 out of 5 stars,"Reviewed in India on December 29, 2019",Verified Purchase,Excellent,One person found this helpful
Venu,a preferable kitchen assistance,5.0 out of 5 stars,"Reviewed in India on November 17, 2019",Verified Purchase,"worth the price,",One person found this helpful
Sukaanth,Ok,3.0 out of 5 stars,"Reviewed in India on March 16, 2019",Verified Purchase,"Cannot grind my mixture completely
Not satisfied
Gets hot too quickly",
M V Krishna Kishore,Nice mixer,5.0 out of 5 stars,"Reviewed in India on June 4, 2019",Verified Purchase,Preethi branded mixer is very good,One person found this helpful
arun,Not Grinding Well,3.0 out of 5 stars,"Reviewed in India on April 15, 2019",Verified Purchase,"When we grind coconut chitney most of coconuts and green chilli nit grinding well.
In this product self noticed that all the blades in the jars are not sharp. All are seen like normal cutted iron plate.",One person found this helpful
pavan manda,Worth buying it,3.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,The mixer is working fine and the jars were manufactured with SS but the grip for the lid of jar is kot perfect.,
Amazon Customer,Heating quickly,1.0 out of 5 stars,"Reviewed in India on March 8, 2020",Verified Purchase,"Heating very quick. Even after making chutney cant touch the jar because of heat , then how to make dosa batter.
Pathetic product from preethy",
Vasu,Good product.. Used the same previously also..,5.0 out of 5 stars,"Reviewed in India on May 5, 2019",Verified Purchase,Just with 2 days early purchase resulted 500 loss due to Summer Sale Offer..  Bad time,
Mujeeb Shaik.,Good,5.0 out of 5 stars,"Reviewed in India on December 22, 2019",Verified Purchase,Good.,One person found this helpful
Spandana,Worth for money,5.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,The product was very neetly designed and worth for money,
Amazon Customer,"Very nice grinder, very good for dosa and idli batter.",5.0 out of 5 stars,"Reviewed in India on April 30, 2019",Verified Purchase,"Powerful and sturdy. Noise level is quite similar to other brands.
Quite tight to put and remove jar, need improvement in fitment tolerance by the company.",
saneesh,Compact preethi mixer,5.0 out of 5 stars,"Reviewed in India on July 25, 2019",Verified Purchase,"Compact design so it's very easy to use & it has powerful motor, that'll make job easier

Motor noise is too much..",
Nagu Singh,overall good,4.0 out of 5 stars,"Reviewed in India on April 2, 2022",Verified Purchase,good,
Deepika P.,Good but be cautious of the lids,3.0 out of 5 stars,"Reviewed in India on August 15, 2019",Verified Purchase,The motor is powerful but the lids come off while running the mixer .,
Amazon Customer,Great Product,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,It's a great product. Go for it.,
Amazon Customer,Thanks Amazon for timely delivery at good competitive price.,4.0 out of 5 stars,"Reviewed in India on January 14, 2019",Verified Purchase,"It is making high sound, unlike chefpro plus brought 7 years ago. Needs some changes to rectify high sounf",
SAMUEL,Washer and Noice,5.0 out of 5 stars,"Reviewed in India on August 28, 2021",Verified Purchase,"Noice level little high. But its ok.Careful about washer, overload may cause burn the washer. But the washer is available in market",
Prashant,Noice level is very high,4.0 out of 5 stars,"Reviewed in India on June 9, 2022",Verified Purchase,I'm using only small jar till now so small jar is useful.,
ANIL REDDY,The best product in perms of quality,5.0 out of 5 stars,"Reviewed in India on February 16, 2018",Verified Purchase,"The best product in perms of quality, material stiffness, solid jars and jar closers. Each and every material used is good one. Preeti is maintained their brand value by giving best quality products under economy price.",
Amazon Customer,cheap product with high cost,2.0 out of 5 stars,"Reviewed in India on August 13, 2020",Verified Purchase,very delicate product. motor is not good. fumes comes out from it. stopped working after using 2 years. not value for money,
kishore c,Everything is ok but except one thing,4.0 out of 5 stars,"Reviewed in India on January 31, 2019",Verified Purchase,Working fine without issues but blades are not replacable. Due to this juicer blade missing,
Amazon Customer,Its stopped working,2.0 out of 5 stars,"Reviewed in India on September 17, 2021",Verified Purchase,Its stopped working and I would like to return it .Please tell me the process,
KRISHNAN,Product is good can get cheaper outside showrooms also,4.0 out of 5 stars,"Reviewed in India on January 29, 2021",Verified Purchase,"Only one to improve is to reduce Noice
Feel little high price for this product ,Where we can getess than Amazon price of we try",
7406100155,Pathetic product,1.0 out of 5 stars,"Reviewed in India on November 24, 2020",Verified Purchase,Jars are too tight to lock n unlock. Jars are Not at all easy to clean due to screws inside the jars. Makes lot of noise. Within 15days big jar is not working.,
Raj,Blades got issue and customer care is not good in response,1.0 out of 5 stars,"Reviewed in India on December 8, 2021",Verified Purchase,Not good,
DEEPA,Very bad,1.0 out of 5 stars,"Reviewed in India on November 25, 2018",Verified Purchase,I have started using this mixie from.past 3 months and in such short span smell is coming.the motor is damaged. My old preethi mega magic mixer lasted for 6 years and still working fine apart from baldes. But this is troubling in 3 months itself.,
Sivakumar S,When switched on for first time it started burning!,1.0 out of 5 stars,"Reviewed in India on May 30, 2019",Verified Purchase,"When switched on for first time it started burning!
We were on vacation and just used yesterday 29th May though it was delivered in first week of May..

Now unable to return this product.",
Anindita G.,Go for it,5.0 out of 5 stars,"Reviewed in India on November 12, 2018",Verified Purchase,Great built..very good speed ...lovely blades..durable,One person found this helpful
Amazon Customer,Some suggestions,4.0 out of 5 stars,"Reviewed in India on January 31, 2020",Verified Purchase,The noise level is more than anticipated. Few more detachable blades should be added for course grinding. Chapathi dough maker would have been an added advantage.,
TS SOLUTIONS,Jars vibrating and making sound,3.0 out of 5 stars,"Reviewed in India on November 1, 2019",Verified Purchase,Jars are making lot of sound and vibrating. Jars quality is poor.,
Balasubramaniyan Krithivasan,Excellent product with a swift delivery,5.0 out of 5 stars,"Reviewed in India on September 22, 2017",Verified Purchase,An Excellent product. Value for money. It works well. I have already been using one in my house for more than a year now. The product was also delivered swiftly,2 people found this helpful
rathiga,Worth for money,4.0 out of 5 stars,"Reviewed in India on November 1, 2018",Verified Purchase,"Pro : Grind super fast and fine grinding . Lid fits tight.
Con : make some noise",
Srinivas,Good,5.0 out of 5 stars,"Reviewed in India on October 14, 2019",Verified Purchase,Good product,One person found this helpful
M G Rao,Not worth,1.0 out of 5 stars,"Reviewed in India on May 22, 2021",Verified Purchase,Loud Noise.. Only the medium size jar runs well. The bigger jar is good for nothing...nothing blends well.,
S P.,Value for money,5.0 out of 5 stars,"Reviewed in India on April 30, 2021",Verified Purchase,"Easy to use
Value for money",
Dd,Not worth,2.0 out of 5 stars,"Reviewed in India on January 23, 2021",Verified Purchase,Duplicate product. Strong less product.,
sakamuri,Worst,1.0 out of 5 stars,"Reviewed in India on April 30, 2022",Verified Purchase,"I met with heating problem,
Thank you Amazon for refunding and your quality of service.",
jerry,Good quality.,5.0 out of 5 stars,"Reviewed in India on November 7, 2018",Verified Purchase,Good quality.value for money if purchase during deal,One person found this helpful
Priyanka,Super,5.0 out of 5 stars,"Reviewed in India on December 23, 2017",Verified Purchase,"Excellent product- you can possibly grind idly, dosa batter and even sambar powder",One person found this helpful
Pratap,Excellent mixer,5.0 out of 5 stars,"Reviewed in India on August 15, 2017",Verified Purchase,Met my needs perfectly. Working very well. Giving.little.noise but that's fine,2 people found this helpful
Amazon Customer,bowl material is just average,4.0 out of 5 stars,"Reviewed in India on January 16, 2019",Verified Purchase,"Could have been better, bowls quality is not good, apart from that it's a nice one",
Nischita,Worth !!,5.0 out of 5 stars,"Reviewed in India on November 5, 2021",Verified Purchase,Have been using this mixer past 1 year. found it very convenient. Delivery was also good. No damage,
Ganga,good product,4.0 out of 5 stars,"Reviewed in India on July 4, 2020",Verified Purchase,"value for money , i have been using since 3 years no problem",
Karthikeyan S,Bought two months before Fine going Must buy ptoduct Cost effective,5.0 out of 5 stars,"Reviewed in India on April 4, 2018",Verified Purchase,"Bought two months before
Fine going
Must buy ptoduct
Cost effective ,,, 3k only
Perfect",
SR,Big jar is not working properly.,4.0 out of 5 stars,"Reviewed in India on September 17, 2021",Verified Purchase,"Big jar came with more width. So after putting black gram in Big jar, it is sticking to walls of the jar.",
Sounak,Preethi blue diamond grinder jar getting  heat,3.0 out of 5 stars,"Reviewed in India on January 19, 2022",Verified Purchase,Jars are getting  heated I have  grinded ginger and garlic paste and garam masala.Can you help  me,
Susan Ninan,I like preeti blue,5.0 out of 5 stars,"Reviewed in India on December 26, 2020",Verified Purchase,My previous  one preeti Blue .it is convenient & l like this preeti blue.,
aparna,Don't buy this,1.0 out of 5 stars,"Reviewed in India on July 17, 2022",Verified Purchase,Never buy this useless mixer.,
Isha,product not worth,1.0 out of 5 stars,"Reviewed in India on April 14, 2019",Verified Purchase,The product is very average and does not deliver what they promise . Blades are blunt and do not wet grind. The jar gets hot within three to four minutes. The jar lid leaks after two to three use. Very poor performance and not worth your money.,
Sunny,Not a good product,1.0 out of 5 stars,"Reviewed in India on October 25, 2021",Verified Purchase,"Very low quality of ATA kneaders which I bought before mixture grinder , it's not working",
VJ,Good performance product..,4.0 out of 5 stars,"Reviewed in India on September 27, 2018",Verified Purchase,"Good quality, neat look, Good performance, I didn't get any issues with this preethi blue mixer...",
Amazon Customer,teeths,3.0 out of 5 stars,"Reviewed in India on August 28, 2019",Verified Purchase,"the gear teeths gets wornout too fast. just like a local product.

rest are ok. using for past 6 months",
Madhuri y,We are using since two months there is no issue.,5.0 out of 5 stars,"Reviewed in India on June 15, 2021",Verified Purchase,"Like: Every thing is good a part from the one dislike
Dislike : it's getting bit noisy",
Ravindhar,Jar waste,2.0 out of 5 stars,"Reviewed in India on June 10, 2021",Verified Purchase,The jar makes extra sounds,
Mubeen,Preethi,4.0 out of 5 stars,"Reviewed in India on July 9, 2021",Verified Purchase,"Preethi diamond mixer grinder Nice product easy to handle,
Best buy 👍

Thank you Amazon",
Rajaram j,Its not good material,1.0 out of 5 stars,"Reviewed in India on November 21, 2020",Verified Purchase,I buyed your material 20days before ...now its not working ....what can i do now ...u should take return otherwise send company member to repair the product ....,
Sri,Good product,5.0 out of 5 stars,"Reviewed in India on November 28, 2020",Verified Purchase,Low Noise level,
Amazon Customer,"Its amazing Product, funtionally very good and received on",5.0 out of 5 stars,"Reviewed in India on August 24, 2017",Verified Purchase,"Its amazing Product , funtionally very good and received on time",2 people found this helpful
vishal naidu,Good and strong product,5.0 out of 5 stars,"Reviewed in India on September 28, 2017",Verified Purchase,Good and strong product. I got it for 2.9k which is good deal . you can go with this product.,One person found this helpful
Bassa Samyuktha,Don't buy,1.0 out of 5 stars,"Reviewed in India on May 24, 2020",Verified Purchase,Don't buy..big jar is getting stuck. Mixie is not working.They have a return policy but Amazon app is not showing the option.Not able to reach the customer care as well,
usha,Nice product,5.0 out of 5 stars,"Reviewed in India on November 23, 2020",Verified Purchase,Bearable noise and fine grinding,
Rajesh P V,Good,3.0 out of 5 stars,"Reviewed in India on July 3, 2018",Verified Purchase,"Good product, the motor is powerful but i feel the jar is not good. not grinding properly",
Bindiya,A must buy product for kitchen use.,5.0 out of 5 stars,"Reviewed in India on November 26, 2020",Verified Purchase,Awesome mixer to use. Super happy on the decision to buy one.A must buy product for kitchen use. Easy to use n clean.,
Venkatappa Reddy bommareddy,Good,4.0 out of 5 stars,"Reviewed in India on July 7, 2021",Verified Purchase,"Working good ,but jars quality is not up to the mark.within one a month one jar damaged",
Amazon Customer,Not Satisfied,4.0 out of 5 stars,"Reviewed in India on October 14, 2018",Verified Purchase,Not a good Product.. I think amazon is selling refurbished products because within one month it stopped working and handles also not of good quality,One person found this helpful
PT S.,"Looks like a used product delivered , sold to us",3.0 out of 5 stars,"Reviewed in India on March 15, 2022",Verified Purchase,"Poor quality,  Recycled / reprocessed plastics used in handles of all jars, noisy also",
Shanmuga Priyaa,Worst product.. waste of money,2.0 out of 5 stars,"Reviewed in India on May 28, 2020",Verified Purchase,Didn’t meet the expectations.. All jars fitted tight and were not user friendly. Had to fight while opening the jar. Please don’t buy this product..,
Raheena. A,രണ്ട് ദിവസത്തെ ഉപയോഗത്തിൽ കംപ്ലയിന്റ് ആയി,1.0 out of 5 stars,"Reviewed in India on February 28, 2022",Verified Purchase,റിപ്ലേസ് ചെയ്യാൻ കഴിഞ്ഞില്ല ബോക്സ് നഷ്ട്ടപ്പെട്ടു അതിനാൽ അവർ ഡിലീവറി നടത്താണ്ട് തിരിച്ചു പോയി,
pugazenthi,Worst product,1.0 out of 5 stars,"Reviewed in India on February 3, 2022",Verified Purchase,With in 1 month product damaged please dont buy this one,
Deeps,Worth it,5.0 out of 5 stars,"Reviewed in India on November 3, 2018",Verified Purchase,Great mixer grinder for daily use available at a very nominal price,One person found this helpful
s.jaiganesh,Good,5.0 out of 5 stars,"Reviewed in India on March 6, 2020",Verified Purchase,Good product,One person found this helpful
Smitc,Need a lot of Maintenance,4.0 out of 5 stars,"Reviewed in India on March 14, 2020",Verified Purchase,Just after a year. It needs maintenance.it is not worth of money,
Max R.,It's useless,3.0 out of 5 stars,"Reviewed in India on May 26, 2020",Verified Purchase,The covers  don't fit,
Deepanjali Bhargava,There is no after sales service. Worst product ever.,2.0 out of 5 stars,"Reviewed in India on May 12, 2021",Verified Purchase,I had a Preeti mixer earlier but the noise level in this model is very high. Extremely noisy. I wish I had not bought this .,
Vijay Mourya,Ok,5.0 out of 5 stars,"Reviewed in India on August 23, 2018",Verified Purchase,"Product is better to other but long time bad kaise
Work karega I do not",
Sandeep,Noisy,3.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,Material quality is good but a lot of noisy and the short jar is not working well. Remaining jars are working very well. Noise is very irritate.,
Babu,Best choice,4.0 out of 5 stars,"Reviewed in India on June 20, 2019",Verified Purchase,Noise level better,One person found this helpful
dinakar,Worst product,1.0 out of 5 stars,"Reviewed in India on August 10, 2021",Verified Purchase,"Got damaged with in 2 months of purchase, and the customer service number doesn't work",
Hassan,Good Mixi,5.0 out of 5 stars,"Reviewed in India on July 8, 2020",Verified Purchase,"Good item. Normal noice, Get it in good deal.",
Gopika,good product,4.0 out of 5 stars,"Reviewed in India on August 25, 2020",Verified Purchase,"just got the product ,got in gud condition than expected but dont know how long it would  last.",
Pragash Muthukumar,Good Bye Preethi,1.0 out of 5 stars,"Reviewed in India on January 25, 2019",Verified Purchase,"Cant believe Preethi can make a mixer like this. Cheap quality jar lids (especially small jar). Cant make juice, Cant make buttermilk ....Overall outstanding pathetic product. My old Panasonic was 1000 times better than this",
siju,Good one,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,V nce,One person found this helpful
Tyagi SK,Thanks..,5.0 out of 5 stars,"Reviewed in India on April 18, 2021",Verified Purchase,Value for money. Preethi is in itself a valuable brand.. discounted price and genuine item...,
Nadeem,About grinding,1.0 out of 5 stars,"Reviewed in India on June 14, 2021",Verified Purchase,"This mixee is not good, it is not grinding well, blades are very worst, cheap quality, not able to grind coconut as paste ......",
Shraddha Tyagi,Good product,5.0 out of 5 stars,"Reviewed in India on July 14, 2019",Verified Purchase,As per expectations,One person found this helpful
a_dnic,Great product,5.0 out of 5 stars,"Reviewed in India on August 15, 2020",Verified Purchase,Good one,
Jitesh Menon,Good product,5.0 out of 5 stars,"Reviewed in India on September 12, 2020",Verified Purchase,The product is good. The jars are pretty spacious though they don’t look so. Using is easy. Worth the price,
Prof .Dr.JFR,Seller sold this product high price,1.0 out of 5 stars,"Reviewed in India on July 16, 2019",Verified Purchase,Before buy this product analys the price many seller,
Amazon Customer,Very satisfied,5.0 out of 5 stars,"Reviewed in India on January 11, 2020",Verified Purchase,Its a good product which is very easy to use without any difficulties. I recommend this product.,One person found this helpful
kaviya,Not recommended,3.0 out of 5 stars,"Reviewed in India on September 17, 2020",Verified Purchase,"Writting this after 6 months of usage.
Low quality of jars otherwise working good",
ramana,Three Stars,3.0 out of 5 stars,"Reviewed in India on June 19, 2017",Verified Purchase,"good but too much of noise..
Satisfied for the price i got...2990",2 people found this helpful
Abhay K R,Nice product,3.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,Nice performance,
nirmal r.,Good,5.0 out of 5 stars,"Reviewed in India on July 30, 2022",Verified Purchase,Good product. Value for money,
Madanmohan,Mixer,5.0 out of 5 stars,"Reviewed in India on March 31, 2019",Verified Purchase,"Value for money, very nice",One person found this helpful
Amazon Customer,Very bad,1.0 out of 5 stars,"Reviewed in India on January 21, 2021",Verified Purchase,Very bad condition. Jars broken within 1 month. Blades dont grind properly..,One person found this helpful
Musavvir,Quality wise product is good. But 2 jars are approximately of same size(,4.0 out of 5 stars,"Reviewed in India on May 29, 2018",Verified Purchase,"Quality wise product is good.But 2 jars are approximately of same size(.5&.4 ltr) are of no useful.I recommend to purchase lavender model,or blueleaf platinum",One person found this helpful
Manokaran,About the product,5.0 out of 5 stars,"Reviewed in India on October 18, 2019",Verified Purchase,Good,One person found this helpful
VINU M.,Please don't buy this product,1.0 out of 5 stars,"Reviewed in India on July 28, 2021",Verified Purchase,Blades are not at all good quality. If you are compared with any other mixi worst blades are providing,
R SAMPATH KUMAR,Good,4.0 out of 5 stars,"Reviewed in India on March 11, 2021",Verified Purchase,Good,
chinna,Waste product,1.0 out of 5 stars,"Reviewed in India on November 2, 2018",Verified Purchase,"The jars get overheat within minute, even juice also, we can drink hot juice if u use this.. guys dont go for it...",One person found this helpful
Deepak prabhu,looks like motors has got burnt,1.0 out of 5 stars,"Reviewed in India on January 9, 2018",Verified Purchase,We brought this product and in just 3 months it stopped operating. We got full fumes from the equipment and it's not running anymore.looks like motors has got burnt. Bad product .,2 people found this helpful
Solo Victor,The motor lasted exactly three months,1.0 out of 5 stars,"Reviewed in India on January 22, 2022",Verified Purchase,We purchased the mixer in November 2021. By January 2022 the motor had to be replaced,
faseela nafas,Not satisfied,5.0 out of 5 stars,"Reviewed in India on March 6, 2020",Verified Purchase,Its not up to ma expectation. Its not granding very smoothly,One person found this helpful
K.Ramaswamy,Good Product,5.0 out of 5 stars,"Reviewed in India on August 21, 2019",Verified Purchase,Good Product as per specs Noise level tolerable,
Nasthar,Good buy,4.0 out of 5 stars,"Reviewed in India on December 14, 2017",Verified Purchase,"Good buy. I had a problem with the plug. But for this cost during flash sale, it is a good buy.",One person found this helpful
brameesan,Good but not best,4.0 out of 5 stars,"Reviewed in India on October 28, 2020",Verified Purchase,Good product... Powerful machine... But not the best product,
NAGARAJU GUDUGUNTLA,Given jar are delicate,3.0 out of 5 stars,"Reviewed in India on June 30, 2020",Verified Purchase,Product quality is not up to the mark,
Samuel ,In one month the grinder plastic portion is melt,1.0 out of 5 stars,"Reviewed in India on July 14, 2021",Verified Purchase,In one month of occassional domentic use the plastic portion of grinder is melt and stopped gring withhigh noice,
Hari,Poor built quality,1.0 out of 5 stars,"Reviewed in India on November 24, 2018",Verified Purchase,Built quality is not at all good. So go for some other better product.,
Pradeep M,The main jar stopped working after six months,2.0 out of 5 stars,"Reviewed in India on November 15, 2019",Verified Purchase,"Everything works good, but main jar got loose and cant be fixed. Service centers are not at every place to get it fixed.",
Krishna,Nice product,4.0 out of 5 stars,"Reviewed in India on September 2, 2020",Verified Purchase,Nice product,
Sonu Cherry Thomas,Value for money. Ecomexpress is very lazy.Delvery gets delayed due to Ecom Xpress.,4.0 out of 5 stars,"Reviewed in India on November 13, 2018",Verified Purchase,"Good product at this price range, material quality was little bit to be improved, overall nice product.Rounded design was better in my opinion.",
Abdulla,Preeti mixer,5.0 out of 5 stars,"Reviewed in India on November 23, 2018",Verified Purchase,Working perfectly ok for last one year. Very happy with its performance.,
R5,Totally good one but look like old style,5.0 out of 5 stars,"Reviewed in India on October 4, 2019",Verified Purchase,Need to improve color and packing quality,
Amazon Customer,Good amezan,5.0 out of 5 stars,"Reviewed in India on July 22, 2022",Verified Purchase,Good working,
ajaykumar ,Tarm and conditions,2.0 out of 5 stars,"Reviewed in India on January 28, 2021",Verified Purchase,Product good but I'm not satisfied i want to exchange this call to customer care same product will be issue,
Dalia S.,"Can I return the product please:₩₹ ,!!!!!!",1.0 out of 5 stars,"Reviewed in India on December 4, 2021",Verified Purchase,"It is not functioning properly, can i exchange  with same company platinum  mixer grinder",
Naveen,Best product,5.0 out of 5 stars,"Reviewed in India on June 29, 2018",Verified Purchase,One of the best and top selling product and brand....working superb....go for it,
Arun Kumar ,Nice,5.0 out of 5 stars,"Reviewed in India on November 13, 2021",Verified Purchase,Good,
B.Sudhakararao,Mixer,3.0 out of 5 stars,"Reviewed in India on September 30, 2021",Verified Purchase,Mixer bowls are no so good. A lot more to develop in mixer bowls. Mixer is very powerful.,
Nandeesh,Poor quality jars,1.0 out of 5 stars,"Reviewed in India on June 7, 2021",Verified Purchase,"Jars are of poor quality.
2 jars stopped working within one year of purchase.",
JVC,Very poor quality,2.0 out of 5 stars,"Reviewed in India on May 5, 2021",Verified Purchase,Very low quality product... The bowls of mixed grinder is very poor .. my 2 bowls already gone,
Sangeetha,Good deal,5.0 out of 5 stars,"Reviewed in India on November 26, 2020",Verified Purchase,One of the best deals I got so far,
Ravi Kiran,Slow grind,2.0 out of 5 stars,"Reviewed in India on December 20, 2020",Verified Purchase,Not that good needs more time to grind,
Ravi,This can catch fire. Be careful,1.0 out of 5 stars,"Reviewed in India on May 28, 2018",Verified Purchase,Today the grinder started burning inside. It was luck that nobody got electrocuted. Either it is poor quality from Preethi or a defective piece pushed off through online.,One person found this helpful
Ravi K,Good Product,4.0 out of 5 stars,"Reviewed in India on December 4, 2020",Verified Purchase,Simply used,
Saranya Giridharan,Good,5.0 out of 5 stars,"Reviewed in India on September 13, 2019",Verified Purchase,Superb,One person found this helpful
Ramesh,Good,5.0 out of 5 stars,"Reviewed in India on June 26, 2022",Verified Purchase,Best,
Ramesh,Good product,4.0 out of 5 stars,"Reviewed in India on May 21, 2021",Verified Purchase,Good product,
lavanya,Small jars,4.0 out of 5 stars,"Reviewed in India on May 30, 2020",Verified Purchase,Jar seems to be small. Otherwise a five star product. Totally nice product.,
M S Vasudevan,Disappointing to  see that the  Mixer has such problems within such short time,1.0 out of 5 stars,"Reviewed in India on February 5, 2021",Verified Purchase,Middle size Jar is non functional  and we are unable to  use this  which affects our daily needs,
RAVINDRA N,Ok,5.0 out of 5 stars,"Reviewed in India on August 18, 2019",Verified Purchase,Ok,One person found this helpful
Gururaj B.,Very nice item,5.0 out of 5 stars,"Reviewed in India on May 16, 2022",Verified Purchase,Happy to purchase with Amazon,
Vikram,Very poor quality,1.0 out of 5 stars,"Reviewed in India on June 14, 2022",Verified Purchase,The lids are exactly made up with poor pladtic,
