Name,Title,aiconalt,View,State,View1,asizebase
Udayakumar T R,The motor is powerful,4.0 out of 5 stars,"Reviewed in India on October 19, 2019",Verified Purchase,It is a good mixie working fine till now and it is powerful and well designed. But the major drawback is they don't have a network of service centers or spare part availability - at least not given along the manual as any decent company do - which makes the buyer very insecure. If something happens by itself of our mistake then we will have to throw it in the dustbin. An expensive mixie should have its spares available at least online which would cost the company nothing. But they seem to be very irresponsible on this count. I reduced one star for that,One person found this helpful
Shafi khan (6302452549),It will not grinder cocunut and other wet products,1.0 out of 5 stars,"Reviewed in India on January 24, 2022",Verified Purchase,I purshased sujata dynamic grinder and did not used it for 1st week and after 10 days my wife tried to grinder dry cocununt and onion but this grinder failed did not grinded as other grinder do.. Basic ingrident are no grinded well..what the use of keeping the grinder when basic things are not done properly.. Dnt waste ur money. Product is heavy but waste when it comes to results,One person found this helpful
Kriti,Sujata Mixer not working on all speed mode. It becomes Non functional when ran on HIGH speed mode,2.0 out of 5 stars,"Reviewed in India on February 26, 2021",Verified Purchase,Video Player is loading.,One person found this helpful
Arun kumar,Best mixer grinder for fast grinding.,5.0 out of 5 stars,"Reviewed in India on July 3, 2022",Verified Purchase,I am writing this review after nine months of usage. It is one the very best mixer for heavy grinding. It is very fast in grinding compared to other mixer like Preethi zodiac for example. Don't think it's is over rated. I too think why should i pay 6000 for this. Because for three to four thousand we have High power motor mixer grinder. But when compared with this one they are babies. Each and every penny for this mixer is worth. Sujata is one the best brand in build quality.,One person found this helpful
dpinks,Amazing.. just go for it!,5.0 out of 5 stars,"Reviewed in India on January 21, 2022",Verified Purchase,"This mixer has really impressed me n my hubby!

You literally need only 20-30 seconds to grind anything. Super speedo mixer.

There was tough choice I had to made between this & Bosch. Though later one looked fancy n very tempting. But also had customer complaints on performance.

So I decided to go for Sujata..

Only cons I can think of is color... they only have white.. which is good for first few months but then I'm afraid it would turn pale.

It's totally worth it I would say. Go for it!",
Rekha Sivasankaran Nair,Best mixer ever launched in the market,5.0 out of 5 stars,"Reviewed in India on July 15, 2021",Verified Purchase,"Though I intend to write product reviews, I do not write reviews normally, though I buy products by reading the reviews. You may call it procrastination.
But I could not stop myself from writing a review for this mixer. What a super-duper product. The manufacturers have not done much advertising for this great product. The much-renowned mixers are a failure when compared to the quality and effectiveness of this product. Without any marketing, Sujata Mixers have found a way to woman's kitchen.
I brought this product by reading the reviews it has got. It grinds items, you name it, within seconds. Most mixers fail in grinding items to a fine powder, this is where Sujata Mixer scores 100%.
Nothing more to say.",One person found this helpful
Anand Kumar Singh,Product seems sturdy and good .,4.0 out of 5 stars,"Reviewed in India on October 27, 2020",Verified Purchase,"Look- Standard and acceptable
Build Quality- Mixer and Jar all materials seems very good quality and thick.
Performance- Very powerful motor that can grind almost everything.
Noise - Little higher but ok for 900 Watt motor
Value for Money- Could be priced at lower cost .
Product seems sturdy and good .
Only issue is all Jar handel are having crack. I didn't know how long it will servive. Hope Sujata will change under warranty if any such failure happen.",
Raj,Just ok,1.0 out of 5 stars,"Reviewed in India on February 16, 2022",Verified Purchase,Had to replace due to the smell of plastic and chemical smell from the jars after even 1 week of usage. Got the replacement. Now the motor is loose and is wobbling. The jars don't fit. Disappointed. I've heard the service is very bad.,One person found this helpful
RAVITHEJA K,Beast,4.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,"Really powerful mixer. You can grind Chutney in less than 2 min, bcoz of its powerful motor. Also time taken for preparing batter for dosa is less compared to 500w or750w mixer.

Talking about Noise level is, it is not quiet, it makes noise.

Can make best use for Commercial purposes like small canteens.",One person found this helpful
Pradeep,Stopped working after 2.5 years. Sparks when turned on..,1.0 out of 5 stars,"Reviewed in India on August 7, 2021",Verified Purchase,"Stopped working after 2.5 years. It sparks when turned on. When given for service at Prism Marketing Bangalore, they r quoting an estimate of Rs 2380, which is very expensive. Service center looks money minded and doesn't look reasonable.",2 people found this helpful
Ramya R Nair,Go for it.,5.0 out of 5 stars,"Reviewed in India on May 23, 2020",Verified Purchase,"I was in dilemma while purchasing this product online after reading all the reviews . I trust the product completely but had doubts as to how it will be when delivered online.
Firstly, about amazon's service , the product was delivered 3 days before.
I have posted the pics of the product and I checked thoroughly, there was no scratch or defect in the product, so was quite relieved. The noise level is okay, compared to my previous MG-Philips (10 years old).
The package has 3 jars, 2 blades, spatula, along with the main unit(quite heavy).
Overall I am very happy with the product.
This is my experience.",2 people found this helpful
