Name,Title,aiconalt,View,State,View1,asizebase
S RAMASWAMY,Good,5.0 out of 5 stars,"Reviewed in India on June 23, 2020",Verified Purchase,Very Good,
Bharat Tiwari,Everything is perfect.,5.0 out of 5 stars,"Reviewed in India on August 31, 2021",Verified Purchase,For home use.best quality.everthing is good.,
Aruna kumari,V good product,5.0 out of 5 stars,"Reviewed in India on December 31, 2021",Verified Purchase,I liked it very much,
Manoj Kumar,Mind blowing purchase,5.0 out of 5 stars,"Reviewed in India on November 11, 2021",Verified Purchase,Mind blowing purchase,
Dr. Anil Tripathi,Value for money,5.0 out of 5 stars,"Reviewed in India on December 11, 2019",Verified Purchase,Product is working fine and performing as described . Satisfied with the product till date .,
Prasanth,Top glass product! 👌,5.0 out of 5 stars,"Reviewed in India on June 22, 2018",Verified Purchase,Excellent product! Recommend! 👌,
Jijo,Good mixie,4.0 out of 5 stars,"Reviewed in India on May 23, 2020",Verified Purchase,"Good one, after a day of use.",
vandita,The best I have used,5.0 out of 5 stars,"Reviewed in India on March 30, 2021",Verified Purchase,True to all its with all its claims,
Kannan,Great Superb quality....,5.0 out of 5 stars,"Reviewed in India on August 10, 2021",Verified Purchase,Best product from Sujatha,
Sunil,Good,5.0 out of 5 stars,"Reviewed in India on October 8, 2020",Verified Purchase,Extremely good heavy duty mixer grinder. I got it in retail store for Rs. 5500.,
vinay reddy,No words just you can buy it blindly...,5.0 out of 5 stars,"Reviewed in India on February 15, 2022",Verified Purchase,Awesome work like robot.....,
USHA,Practical & useful,4.0 out of 5 stars,"Reviewed in India on December 17, 2019",Verified Purchase,"The jars are practical to use , but it heats  up quite fast, I m yet to grind the idli batter and identify the ultimate use .",
prasanna,Good mixer,5.0 out of 5 stars,"Reviewed in India on February 9, 2019",Verified Purchase,Exceptionally powerful motor.  Grinds anything in seconds.,
Amazon Customer,Good,5.0 out of 5 stars,"Reviewed in India on December 19, 2021",Verified Purchase,Great,
Kailesh Rajdev,Best Mixture & Grinder,5.0 out of 5 stars,"Reviewed in India on February 20, 2020",Verified Purchase,"Excellent product, worth buy.",
pradeepkumar k s,Very good,5.0 out of 5 stars,"Reviewed in India on August 1, 2020",Verified Purchase,Best quality product,
Jaiyadav,Medium,5.0 out of 5 stars,"Reviewed in India on November 18, 2019",Verified Purchase,Very good product,
K.Ajit,Nice product exactly as per order,5.0 out of 5 stars,"Reviewed in India on April 10, 2020",Verified Purchase,Product is good,
bijjawara s.,Good,4.0 out of 5 stars,"Reviewed in India on March 21, 2021",Verified Purchase,Good product,One person found this helpful
GANESH MITHRAN,Good product,5.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,Good one,
Vikash Rohila,Best product ever,5.0 out of 5 stars,"Reviewed in India on July 8, 2020",Verified Purchase,"Best product ever, buy it without any delay. Superb low noise, faster than others. Superb quality. Easy to use.",
Nagaraj N,VALUE FOR THE MONEY,5.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,Noise is a less... most reliable product... Keeps the HEART Happy,
vikraman nair,Extremely Good,5.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,Must buy...,
YS,Excellent & Powerful product,4.0 out of 5 stars,"Reviewed in India on October 26, 2019",Verified Purchase,"Excellent & Powerful product, go for it.",
Mahantesh,Recommended,4.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,Good,
Amazon Customer,Sujata mixture grinder,5.0 out of 5 stars,"Reviewed in India on April 8, 2022",Verified Purchase,"The best, go for it",
GG,Seems duplicate not as shown in website,1.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,,
Shishir,Review,5.0 out of 5 stars,"Reviewed in India on July 22, 2021",Verified Purchase,Best mixture grinder in market,
Dr. J. Monosoff,Five Stars,5.0 out of 5 stars,"Reviewed in India on October 29, 2017",Verified Purchase,I really like this mixer.  strong and efficient.,One person found this helpful
Rakesh kumar,Easily grind everything within seconds.,5.0 out of 5 stars,"Reviewed in India on July 3, 2021",Verified Purchase,"Noise level is a little bit higher, otherwise its a great product.",
DR  TIWARI,Excellent quality,5.0 out of 5 stars,"Reviewed in India on May 25, 2019",Verified Purchase,Excellent quality,
CHANDRASEKHAR T,Ok,4.0 out of 5 stars,"Reviewed in India on June 16, 2019",Verified Purchase,Ok,
Y SIVA MADHAVA REDDY,About sound,5.0 out of 5 stars,"Reviewed in India on July 27, 2022",Verified Purchase,In sound only problem,
Amazon Customer,Simply superb,5.0 out of 5 stars,"Reviewed in India on June 15, 2020",Verified Purchase,Awesome product... very powerful motor with less noise.highly recommended.,
dileep,Good buy,5.0 out of 5 stars,"Reviewed in India on July 18, 2019",Verified Purchase,Excellent product,
Madhu,Sujatha most reliable one,4.0 out of 5 stars,"Reviewed in India on June 22, 2019",Verified Purchase,Good product..,
Anita Sharma,Value for money,5.0 out of 5 stars,"Reviewed in India on January 27, 2022",Verified Purchase,Best mixer grinder for all types of cooking,
Harsh,Good product,5.0 out of 5 stars,"Reviewed in India on October 31, 2018",Verified Purchase,Awesome,One person found this helpful
Pradyumna Mishra,Great Product,5.0 out of 5 stars,"Reviewed in India on July 9, 2022",Verified Purchase,Satisfied 😌,
rvramanunni venugopal,Good one,5.0 out of 5 stars,"Reviewed in India on November 14, 2020",Verified Purchase,A good mixer and value for money,
Sandeep Dhankar,Good product,5.0 out of 5 stars,"Reviewed in India on October 17, 2018",Verified Purchase,It's bit on costly side otherwise no concerns,
Suvo  Mitra,Not the model requested for...,3.0 out of 5 stars,"Reviewed in India on October 5, 2019",Verified Purchase,"The product requested was Dynamix DX, but nowhere on the box it says ""DX""",
rajesh,good product to buy,5.0 out of 5 stars,"Reviewed in India on September 8, 2019",Verified Purchase,like,
Renuka,Best,5.0 out of 5 stars,"Reviewed in India on December 20, 2019",Verified Purchase,This is perfect a high speed mixi just takes seconds to do ur work best in the market ....u can't get something that match its quality.,
Prakash manghare,बहुत अच्छा है,5.0 out of 5 stars,"Reviewed in India on November 28, 2021",Verified Purchase,बहुत अच्छा है साफ़ करने में सफल है,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on October 17, 2016",Verified Purchase,Best in the market...bought it after alot of research...just go for it!!,4 people found this helpful
Biyen,Powerful machine,5.0 out of 5 stars,"Reviewed in India on December 4, 2019",Verified Purchase,Very powerful mixer grinder. The plastics could have been little better quality though.,
naveen kumar,Good,4.0 out of 5 stars,"Reviewed in India on March 10, 2020",Verified Purchase,Good but costly,
Saddam Ali,Good,3.0 out of 5 stars,"Reviewed in India on April 12, 2020",Verified Purchase,Paiking of good,
vijayanand more,Heavy-duty and very good product,5.0 out of 5 stars,"Reviewed in India on October 30, 2019",Verified Purchase,Heavy duty and very good product,
Nisha,Good product.. go for it..,5.0 out of 5 stars,"Reviewed in India on June 13, 2021",Verified Purchase,Little bit noise.. but overall great performance.. I like it..👍,
kishore,Small Jar is very Small,3.0 out of 5 stars,"Reviewed in India on July 4, 2019",Verified Purchase,Small Jar is very small,
Rajesh Bhojani ,Powerful Grinder,5.0 out of 5 stars,"Reviewed in India on July 28, 2020",Verified Purchase,Sujata is perhaps the most reliable grinder in India. Its powerful but the noise level is not high,
Mario Vernon Marshall,Very good,5.0 out of 5 stars,"Reviewed in India on May 30, 2019",Verified Purchase,Very good,
Ranji,Good,5.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,Good mixi,
yesodakallam,Supab,5.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,Little bit noise overall excellent,
Senthil,Nice,5.0 out of 5 stars,"Reviewed in India on October 8, 2019",Verified Purchase,"Product is good and performance also good as expected

Value for money👍",
AJI. A.,Aji,5.0 out of 5 stars,"Reviewed in India on July 31, 2022",Verified Purchase,Very good product,
Amit Nikhare,Great,5.0 out of 5 stars,"Reviewed in India on March 10, 2022",Verified Purchase,Great,
sujata patil,Build quality is good and not so much noisy...,5.0 out of 5 stars,"Reviewed in India on June 17, 2022",Verified Purchase,,
Surman Singh Rawat,Good,4.0 out of 5 stars,"Reviewed in India on March 2, 2020",Verified Purchase,Good,
Sushanta Roy,Excellent product,5.0 out of 5 stars,"Reviewed in India on June 25, 2022",Verified Purchase,Excellent product,
Ajay Randive,Just buy it,5.0 out of 5 stars,"Reviewed in India on August 24, 2020",Verified Purchase,Superb,
shubham s.,Very powerful,5.0 out of 5 stars,"Reviewed in India on October 18, 2019",Verified Purchase,Very powerfuland smooth but with very few service center,
Raviraja,Good product,5.0 out of 5 stars,"Reviewed in India on November 24, 2018",Verified Purchase,Very good product. Recommend to buy.,
Dr Amit Singh,Sturdy,5.0 out of 5 stars,"Reviewed in India on July 10, 2019",Verified Purchase,Impeccable buit quality.,
Narendra Rai,Best,5.0 out of 5 stars,"Reviewed in India on March 10, 2021",Verified Purchase,Excellent,
jagdish mang,Very good quality,5.0 out of 5 stars,"Reviewed in India on September 3, 2019",Verified Purchase,Very good quality and excellent,
Arpita,Just buy it!!,5.0 out of 5 stars,"Reviewed in India on July 20, 2019",Verified Purchase,The Best,
RAKESH,Best mixer,5.0 out of 5 stars,"Reviewed in India on September 22, 2020",Verified Purchase,Sujatha is the best mixer in the market. Value for money.,
Haris,Very nice,5.0 out of 5 stars,"Reviewed in India on July 17, 2022",Verified Purchase,It's ok,
kili,very good product. A must buy mixer grinder.,5.0 out of 5 stars,"Reviewed in India on October 28, 2018",Verified Purchase,Quality and performance is very good. Total 3 jars and 1 mixer.  Comes with a 2 year warranty.,
Sujatha,Too good,5.0 out of 5 stars,"Reviewed in India on October 12, 2019",Verified Purchase,Worth the extra cost..performs little extra!,
Manjunath,Just buy...,5.0 out of 5 stars,"Reviewed in India on November 5, 2018",Verified Purchase,Awesome...very good quality...due to high capacity of motor its easy to grind dosa idly better specially...the motor dosen't get heated up as others..,
Job selvakumar,Very good,5.0 out of 5 stars,"Reviewed in India on August 12, 2019",Verified Purchase,Very good product,
Anand,Worth the buy,5.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,Strong sturdy and superb results.,
Shampa,"I am very satisfied,  worth buying 👍👌",4.0 out of 5 stars,"Reviewed in India on November 10, 2021",Verified Purchase,"I am very satisfied,  worth buying 👍👌",
Suresh,Very efficient mixer grinder,5.0 out of 5 stars,"Reviewed in India on May 3, 2021",Verified Purchase,"As expected, completely satisfied on the performance of product.",
Srinath Raghavendra Nayak,Powerful motor that means long durable,5.0 out of 5 stars,"Reviewed in India on April 13, 2022",Verified Purchase,Easy to clean,
Sujit,Good product,4.0 out of 5 stars,"Reviewed in India on June 17, 2019",Verified Purchase,Good,
Saumya,Genuine and nice,5.0 out of 5 stars,"Reviewed in India on June 24, 2019",Verified Purchase,Nice product.. Genuine,
DB,Good buy,5.0 out of 5 stars,"Reviewed in India on December 21, 2018",Verified Purchase,Powerfull machine.,
ANDREW SILVERA,The Best one in the Industry,5.0 out of 5 stars,"Reviewed in India on September 7, 2020",Verified Purchase,I will call it the Best mixer available in the INDIAN Mkt. Quality wise.,
ezhilan.g,Mass performance,5.0 out of 5 stars,"Reviewed in India on September 9, 2021",Verified Purchase,1 line told .king of mixee,
Amazon Customer,Worth a buy,5.0 out of 5 stars,"Reviewed in India on January 23, 2020",Verified Purchase,Very good product,
Sajitha,Very good,5.0 out of 5 stars,"Reviewed in India on December 23, 2020",Verified Purchase,It's a good one,
NARENDRA MOHAN SHRIVASTAVA,Very good working,5.0 out of 5 stars,"Reviewed in India on March 4, 2020",Verified Purchase,I am very satisfied with this  mixer.,
Malan k.,Nice,4.0 out of 5 stars,"Reviewed in India on June 16, 2022",Verified Purchase,Nice,
Jaison Mathew,Five Stars,5.0 out of 5 stars,"Reviewed in India on September 16, 2018",Verified Purchase,"Good Product, Fast delivery.",
Mona,Worth buying,5.0 out of 5 stars,"Reviewed in India on October 3, 2020",Verified Purchase,Excellent product,
Sanjo Tojy,Sujata dynamics mixer grinder,5.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,"It has a good quality
👍🏻👍🏻👍🏻👌🏻👌🏻👌🏻👌🏻",
narayanareddyal,Nice 🌹,5.0 out of 5 stars,"Reviewed in India on July 21, 2021",Verified Purchase,Nice product🎊🎊🎊,
DG Ramakrishnaiah,Very good grinder,5.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,Good,
Mitrabhanu,Awesome product,5.0 out of 5 stars,"Reviewed in India on October 27, 2019",Verified Purchase,"Very good product quality .deliver at time.
Thanks to Amazon.",
Basa pranitha,Good,5.0 out of 5 stars,"Reviewed in India on May 15, 2022",Verified Purchase,I like this product,
Adarsh b.,Useful item,5.0 out of 5 stars,"Reviewed in India on April 19, 2021",Verified Purchase,Like,
Trivandrum,Very good product,4.0 out of 5 stars,"Reviewed in India on August 31, 2021",Verified Purchase,I like very much this product,
N,Very good,5.0 out of 5 stars,"Reviewed in India on September 22, 2019",Verified Purchase,Value for money.  Happy with the product.  Mainly bought for grinding masala powders and it's grinding the masala very nicely.,
Amazon Customer,Best quality,4.0 out of 5 stars,"Reviewed in India on November 2, 2019",Verified Purchase,"Affordable price this product.
Good material quality.",
Amazon Customer,Great product,5.0 out of 5 stars,"Reviewed in India on October 28, 2019",Verified Purchase,Should buy product. Once you use it will not think of others.,
Amazon Customer,Good choice,5.0 out of 5 stars,"Reviewed in India on June 27, 2021",Verified Purchase,For domestic use,
Amazon Customer,Perfect mechine,5.0 out of 5 stars,"Reviewed in India on December 7, 2018",Verified Purchase,Amazing products,
Kashish Mahtab,Genuine,4.0 out of 5 stars,"Reviewed in India on May 24, 2021",Verified Purchase,"Genuine,value for money, efficient motor. Recommended for buying",
Imtiyaz mangoli,powerful and heavy duty,5.0 out of 5 stars,"Reviewed in India on February 7, 2021",Verified Purchase,wattage power / heavy duty/ metallic gear/ & performance,
MD MAQSOOD ALI,Value of money,5.0 out of 5 stars,"Reviewed in India on October 18, 2019",Verified Purchase,Good,
Linesh krishna,Average,2.0 out of 5 stars,"Reviewed in India on June 8, 2019",Verified Purchase,After two weeks of use the wet jar have leaking problem,
Naseem Mulani,Simply too good,5.0 out of 5 stars,"Reviewed in India on April 28, 2021",Verified Purchase,Value for money,
Mamta saxena,Excellent,5.0 out of 5 stars,"Reviewed in India on July 11, 2018",Verified Purchase,Will highly recommend,
Sam Soni,Damaged piece sent,1.0 out of 5 stars,"Reviewed in India on May 26, 2020",Verified Purchase,Received damaged.,
Winston,Buy it without any thoughts,5.0 out of 5 stars,"Reviewed in India on September 3, 2018",Verified Purchase,The mixer is worth the price and runs smoothly. Its better than any other brands available in the market,One person found this helpful
ANJANEYULU.p,Good,5.0 out of 5 stars,"Reviewed in India on July 10, 2022",Verified Purchase,Good 👍,
AKSHAT GOYAL,Good choice,4.0 out of 5 stars,"Reviewed in India on August 18, 2019",Verified Purchase,"Very good quality product,it best mixer I have used ,it far better than the Philips mixer which I had",
Udayraj M P,Good Mixer Grinder.,4.0 out of 5 stars,"Reviewed in India on October 20, 2019",Verified Purchase,Been few months using it. The mixer grinder is good.,
Satya,Five Stars,5.0 out of 5 stars,"Reviewed in India on February 13, 2018",Verified Purchase,Great one... Bought after lot of research... Fully satisfied. Costlier but worth fot it,One person found this helpful
vinod saini,Good,4.0 out of 5 stars,"Reviewed in India on July 20, 2018",Verified Purchase,Good quality,
Bharath,Best,5.0 out of 5 stars,"Reviewed in India on August 18, 2019",Verified Purchase,Go for it,
Sooraj Gopalakrishnan,good quality,5.0 out of 5 stars,"Reviewed in India on October 13, 2018",Verified Purchase,grinding is fast,
vipin,Best quality,5.0 out of 5 stars,"Reviewed in India on February 9, 2021",Verified Purchase,Best quality  sujata dynamix dx mixer grinder,
Sreeparna K S,Product is very good!👌,5.0 out of 5 stars,"Reviewed in India on February 11, 2021",Verified Purchase,Yes.I like this product. It's nice! But only thing is ISI mark is missing!,
Sulaiman,Good mixer grinder,5.0 out of 5 stars,"Reviewed in India on March 4, 2020",Verified Purchase,Purchased 2 months ago.. till now wonderful performance.. great mixer grinder.,
Amazon Customer,Good Product and perfect Delivery,5.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,Product is good and received on time,
Durga Prasad,Nice product,5.0 out of 5 stars,"Reviewed in India on May 9, 2019",Verified Purchase,Nice product,
Raghu patel,Very good product,5.0 out of 5 stars,"Reviewed in India on March 9, 2019",Verified Purchase,Very good product,
ajay kumar,Bilkul feet jaisa Mai socha!,5.0 out of 5 stars,"Reviewed in India on December 19, 2021",Verified Purchase,"I like it's every thing.,😍",
Mrityunjay Singh,Good,5.0 out of 5 stars,"Reviewed in India on May 16, 2021",Verified Purchase,Also useful this product,
Abhijeet Gupta,Must buy,5.0 out of 5 stars,"Reviewed in India on November 6, 2019",Verified Purchase,Costly but no option of this configuration,
RAJESH KUMAR ,Use,4.0 out of 5 stars,"Reviewed in India on December 27, 2019",Verified Purchase,Good,
VIJAYKUMAR A,V good product,5.0 out of 5 stars,"Reviewed in India on October 22, 2018",Verified Purchase,V v good product,
George Mathew Marikaveettil,Very good,5.0 out of 5 stars,"Reviewed in India on August 26, 2021",Verified Purchase,Grinding,
SATYABRATA,Go for it.,4.0 out of 5 stars,"Reviewed in India on March 17, 2021",Verified Purchase,Super product with great efficiency.,
uddipta,full satisfaction,5.0 out of 5 stars,"Reviewed in India on November 17, 2019",Verified Purchase,"powerful device, enough said.",
Boski Singh,Efficient motor,5.0 out of 5 stars,"Reviewed in India on January 28, 2020",Verified Purchase,My experience with the product has been very good. It's 950 watt motor helps me grind any thing and everything 😊.,
amitabhsaxena,best mixer,5.0 out of 5 stars,"Reviewed in India on March 18, 2017",Verified Purchase,"ruff and tuff ,best mixer grinder",One person found this helpful
Haritha,Best mixer,5.0 out of 5 stars,"Reviewed in India on October 26, 2019",Verified Purchase,"Excellent product, went through many product reviews. Finally this is the best one",
SANJEEV GROVER,Excellent,5.0 out of 5 stars,"Reviewed in India on July 31, 2021",Verified Purchase,Very robust and sturdy with low noise levels,
amit Thakur,this item is so good quality,5.0 out of 5 stars,"Reviewed in India on June 19, 2020",Verified Purchase,this item is so good quality,One person found this helpful
Jaison Varghese,Good,4.0 out of 5 stars,"Reviewed in India on November 7, 2019",Verified Purchase,Good,
swati tripathi,Very good go for it,5.0 out of 5 stars,"Reviewed in India on February 10, 2022",Verified Purchase,Very good product.,
Anchita-Arora,Good mixer grinder,5.0 out of 5 stars,"Reviewed in India on August 20, 2017",Verified Purchase,Good mixer grinder. Sujata is a trustworthy name. Tried and tasted for more than a month and not having any issue.,2 people found this helpful
Anil Kapur,Value for money,5.0 out of 5 stars,"Reviewed in India on January 30, 2019",Verified Purchase,Great machine .Good product,
Vidur,"Quality, Durability and Value for money in a great way!",5.0 out of 5 stars,"Reviewed in India on October 6, 2018",Verified Purchase,We like the machine very much,
Ruchi,Best brand,5.0 out of 5 stars,"Reviewed in India on January 17, 2020",Verified Purchase,Must buy product,
Kumar,Good,5.0 out of 5 stars,"Reviewed in India on March 20, 2019",Verified Purchase,Good,
anilkumar,Good,4.0 out of 5 stars,"Reviewed in India on January 16, 2021",Verified Purchase,Video Player is loading.,
Gudavalli Lakshmi Srinivas kumar,Wast of money,3.0 out of 5 stars,"Reviewed in India on August 21, 2019",Verified Purchase,Not taking proper load as mentioned,
Arvind M,Good product with sturdy body,5.0 out of 5 stars,"Reviewed in India on July 24, 2019",Verified Purchase,Good product with sturdy body,
Srinivas KV,Very good product,5.0 out of 5 stars,"Reviewed in India on September 6, 2021",Verified Purchase,Very robust value for money,
Pavithra Sunder,just go for it,5.0 out of 5 stars,"Reviewed in India on October 29, 2018",Verified Purchase,Its really worth for money... heavy motor...,
Pallavi mishra,Awesome product,5.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,Awesome product a must buy product,
Mohit Gupta,Helpful for my cooking,5.0 out of 5 stars,"Reviewed in India on November 30, 2020",Verified Purchase,nice products,
Priya Agrawal,Worth buying till now,5.0 out of 5 stars,"Reviewed in India on July 13, 2022",Verified Purchase,,
Atul Sharma,Excellent.,5.0 out of 5 stars,"Reviewed in India on June 13, 2019",Verified Purchase,"Good, I didn't opt for other fancy brands.",
Amazon Customer,"Very good quality and product , good running",5.0 out of 5 stars,"Reviewed in India on February 3, 2019",Verified Purchase,Very Good,
Kiran DG,Very good machine.. heavy things will do easily,5.0 out of 5 stars,"Reviewed in India on January 17, 2020",Verified Purchase,Very good machine.. heavy things will do easily,
V.Durgaprasad,Product quality super!!!,5.0 out of 5 stars,"Reviewed in India on October 8, 2019",Verified Purchase,"🙏🙏🙏🙏🙏🙏🙏Great product,great deal and thank you Amazon!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",
Mir,Good,5.0 out of 5 stars,"Reviewed in India on April 14, 2019",Verified Purchase,Good,
Sunil kumar Ahirwar,Overall product very well,4.0 out of 5 stars,"Reviewed in India on November 17, 2019",Verified Purchase,"Product quality perfect, nosie very less compare other products but price is high other mixer grinder",
S.K. Enterprisess,Sujata is best,5.0 out of 5 stars,"Reviewed in India on September 5, 2021",Verified Purchase,Product is 👍,
taufiq,Damaged grip for Grinder jar,1.0 out of 5 stars,"Reviewed in India on March 11, 2020",Verified Purchase,"Got damage piece, no grip for grinder jar",
shal,Nice,5.0 out of 5 stars,"Reviewed in India on March 16, 2019",Verified Purchase,I liked this mixer,
Abhilash,Good value for money,5.0 out of 5 stars,"Reviewed in India on October 12, 2020",Verified Purchase,"Excellent product, well worth the money paid",
Himanshu Joshi,Good Product,5.0 out of 5 stars,"Reviewed in India on May 29, 2020",Verified Purchase,Easy to use and clean,
Deepika Srivastava,Five Stars,5.0 out of 5 stars,"Reviewed in India on April 28, 2018",Verified Purchase,Excellent mixer...,
Sanjeev Kumar Singh ,Great,5.0 out of 5 stars,"Reviewed in India on October 14, 2018",Verified Purchase,Paisa vasul,
Harsh Singhal,Mixi ka dhakkan Tuta Hua Hai,3.0 out of 5 stars,"Reviewed in India on October 12, 2021",Verified Purchase,Mixi ka dhakkan Tuta Hua nikala,
ANEESH BABU,Quality Product,5.0 out of 5 stars,"Reviewed in India on July 16, 2019",Verified Purchase,Good Product,
Akshat K.,Top Class,5.0 out of 5 stars,"Reviewed in India on September 22, 2018",Verified Purchase,Everything is super.,
Ram naresh,Nice,5.0 out of 5 stars,"Reviewed in India on July 27, 2021",Verified Purchase,Very nice product,
Aneesh.p.s,Workaholic,5.0 out of 5 stars,"Reviewed in India on July 19, 2020",Verified Purchase,Excellent product...loved,
Amit,good product,5.0 out of 5 stars,"Reviewed in India on December 11, 2021",Verified Purchase,good product,
Ravi Theja,"Did lot of research, read reviews and finally bought this Beast",5.0 out of 5 stars,"Reviewed in India on July 25, 2019",Verified Purchase,"Did lot of research, read reviews and finally bought this Beast.",
Sachin Singh,Maja Nahin aaya,5.0 out of 5 stars,"Reviewed in India on January 4, 2022",Verified Purchase,Product pasand Nahin hai,
SURESH KUMAR ,"It is best, out of we have been used.",5.0 out of 5 stars,"Reviewed in India on September 3, 2020",Verified Purchase,"It is placed in a very small space, so that we can placed it permanently.",
Deb,Good mixer grinder,5.0 out of 5 stars,"Reviewed in India on September 8, 2018",Verified Purchase,With respect to 900 watt grinder is fast and sturdy.Highly recommended.,One person found this helpful
Amazon Customer,Good for heavy usage,5.0 out of 5 stars,"Reviewed in India on June 14, 2019",Verified Purchase,Good for heavy usage.,
saroj verma,Sujata is really awesome smooth and fast. I m really satisfied with the product,5.0 out of 5 stars,"Reviewed in India on April 21, 2021",Verified Purchase,Grind fast karti h  time consuming h,
ng,Manufacturers seal broken,3.0 out of 5 stars,"Reviewed in India on May 28, 2020",Verified Purchase,I received an open piece. Returned it immediately.,
Kanhucharan,Super buy,5.0 out of 5 stars,"Reviewed in India on June 8, 2020",Verified Purchase,Easy to use... Quality is very good..,
Bhavani,Super kitchen for super mixer,5.0 out of 5 stars,"Reviewed in India on November 14, 2019",Verified Purchase,"Value for money,time save and durability",
ajit modi,Sujata,5.0 out of 5 stars,"Reviewed in India on July 27, 2019",Verified Purchase,An Excellent Product,
Durga Maruwada,Good sturdy mixer grinder,5.0 out of 5 stars,"Reviewed in India on January 11, 2020",Verified Purchase,So far no issues. I have been using this since last one month. The motor is powerful and mixer feels sturdy.,
Naveen,Five Stars,5.0 out of 5 stars,"Reviewed in India on July 18, 2018",Verified Purchase,Awesome one..,
muni,Perfect mixer,5.0 out of 5 stars,"Reviewed in India on October 18, 2018",Verified Purchase,All in one,
Mithun Bhandary,Sujata mixer Grinder,5.0 out of 5 stars,"Reviewed in India on July 25, 2020",Verified Purchase,The product is very Good,
Lenin,Good product,5.0 out of 5 stars,"Reviewed in India on December 17, 2018",Verified Purchase,As expected.. good one,
Praful Kumar Sah,Kbhi mt lena,1.0 out of 5 stars,"Reviewed in India on December 15, 2021",Verified Purchase,Wire demage,
Manoj v.,Satisfied,5.0 out of 5 stars,"Reviewed in India on June 30, 2020",Verified Purchase,Good product,
Harsh Kumar sharma,Good quality,5.0 out of 5 stars,"Reviewed in India on February 3, 2022",Verified Purchase,Good,
vinod augustine,Good,5.0 out of 5 stars,"Reviewed in India on March 16, 2017",Verified Purchase,Awesome product,6 people found this helpful
Mncl,Perfarmance is very good,5.0 out of 5 stars,"Reviewed in India on March 16, 2021",Verified Purchase,Standed product,
Amit Kumar,Quality batter,4.0 out of 5 stars,"Reviewed in India on January 7, 2022",Verified Purchase,Good product 👍,
Anisha Raikundalia,Xcellent product,5.0 out of 5 stars,"Reviewed in India on September 15, 2018",Verified Purchase,Xcellent product,
Rahul kumar sharma,Best mixer grinder,5.0 out of 5 stars,"Reviewed in India on October 22, 2020",Verified Purchase,Mixer grinder best in the market go for it ..,
Jyothy,Very powerful mixer,5.0 out of 5 stars,"Reviewed in India on January 2, 2019",Verified Purchase,"Excellent for all Indian cooking needs - Idly, Dosa batter and all curries and chutney grinding",
Sushanth sn,Verified Purchase,5.0 out of 5 stars,"Reviewed in India on May 8, 2020",Verified Purchase,Good product,
Achana mohnani,Good product,4.0 out of 5 stars,"Reviewed in India on November 23, 2019",Verified Purchase,Price are high but product is good quality,
saif,Superb,5.0 out of 5 stars,"Reviewed in India on November 11, 2018",Verified Purchase,Go for it,
Ravi,Surprise: Ordered new one but received used one...,1.0 out of 5 stars,"Reviewed in India on November 16, 2019",Verified Purchase,Received used product....very disappointing,One person found this helpful
Naresh Jain,Good product,5.0 out of 5 stars,"Reviewed in India on October 13, 2021",Verified Purchase,Excellent machine,
Subesh,Warranty,3.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Didn't find warranty card in the package.,
Amit Kumar,Satisfied!!!,5.0 out of 5 stars,"Reviewed in India on November 16, 2019",Verified Purchase,Great product.,
Rahul Bagda,Paisa vasool,5.0 out of 5 stars,"Reviewed in India on October 7, 2018",Verified Purchase,Great mixer,
Ayaan,Value for money,5.0 out of 5 stars,"Reviewed in India on March 29, 2019",Verified Purchase,Grinds very fast,
Sanjeet Kumar,better experience,5.0 out of 5 stars,"Reviewed in India on June 25, 2021",Verified Purchase,Amazing product,
P R Pattanaik,Happy happy happy,5.0 out of 5 stars,"Reviewed in India on April 8, 2021",Verified Purchase,Very good product,
Hemant,Best grinder to own!!,5.0 out of 5 stars,"Reviewed in India on July 8, 2020",Verified Purchase,One of the best quality in the market for wet & dry grind.,
R Balaji,"Good machine, no complaints",5.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,"Feels sturdy. Works well. Easy to use, maintain. Wish there was a locking mechanism for the juice jar",
amar vakharia,Perfect product,5.0 out of 5 stars,"Reviewed in India on June 7, 2020",Verified Purchase,Perfect product No need to go for foreign product Every thing is just fine,
juned khan,Super 😘,5.0 out of 5 stars,"Reviewed in India on September 29, 2021",Verified Purchase,Noiseless,
