Name,Title,aiconalt,View,State,View1,asizebase
Divya,Good at motor but bad at juicer jar problems with blades,4.0 out of 5 stars,"Reviewed in India on August 15, 2021",Verified Purchase,Well there is no problem with the motor of the mixer but there is a problem with juicer jar. It don't cut the banans when we use it for bananashake. I think the blades are less sharp,
Pogo d.,Love you all Bajaj company keep it up hope to see more good things in budget in future,5.0 out of 5 stars,"Reviewed in India on November 18, 2020",Verified Purchase,Love it just got off when over heated overall nic product in budget range cannot expect everything in 2k,
Gaurav,Good product,5.0 out of 5 stars,"Reviewed in India on May 27, 2021",Verified Purchase,Good product. Value for money.,
Santosh G.,Not good quality,1.0 out of 5 stars,"Reviewed in India on September 1, 2020",Verified Purchase,"Within a year i had to replace shaft twice.
Then again motor burnt one day. So threw it away and bought a new one from prestige",
Lucky prasad pani,Simply to say it's very good for home use,5.0 out of 5 stars,"Reviewed in India on June 12, 2020",Verified Purchase,"It's good,but noise label is very high
This product is good for ur Home working.
Thanks Amazan u gave me a good product..",
Tirthankar Chakraborty (Subha),Better if it able to grind small amount of spices,4.0 out of 5 stars,"Reviewed in India on June 6, 2021",Verified Purchase,Better if it able to grind small amount of spices,
Mukesh,Hard to clean red liquid,5.0 out of 5 stars,"Reviewed in India on October 10, 2021",Verified Purchase,Red liquid hard to clean after grinding bone also.,
Gedela Albert Dani,Superb,5.0 out of 5 stars,"Reviewed in India on April 24, 2022",Verified Purchase,"Value for money
And easy to use",
Harun Chaudhari,Lovely product,5.0 out of 5 stars,"Reviewed in India on March 1, 2020",Verified Purchase,"very helpful to grind many edible things. I just love it. we use it for making Banana juice, making chilli powder. wonderful.",
Ammar Alani,Defective,1.0 out of 5 stars,"Reviewed in India on August 21, 2019",Verified Purchase,"Recieved a detective item with screws jumping inside the casing !
Do they even have quality control ?",
Pascoal Soares,average,3.0 out of 5 stars,"Reviewed in India on May 7, 2015",Verified Purchase,"Its ok, would have gone for a better brand, my mom is not satisfied with the mixer, she says the kenstar that we had earlier was much better. this makes a louder noise wile grinding, gets heated fast and long time to grind.",
SPS,EXCELLENT,4.0 out of 5 stars,"Reviewed in India on November 20, 2021",Verified Purchase,NICE,
Sachin kumar,petal of small jar is broken,3.0 out of 5 stars,"Reviewed in India on June 8, 2022",Verified Purchase,Video Player is loading.,
pabitra swain,Not a very good product.,3.0 out of 5 stars,"Reviewed in India on March 13, 2022",Verified Purchase,I like the design and look of the mixture but it gets heated after sometimes. It's auto cutted several times and takes too long to restart.,
SRIKANTH,Best product in this price 1700/-,5.0 out of 5 stars,"Reviewed in India on May 29, 2017",Verified Purchase,"Very nice product. Material quality EXCELLENT, sooper durability easy to use and wash..safe best quality product..I bought this product 3 times in amazon 👌👌👌👍👍👍👏👏👏😊😊😊⚘⚘⚘⚘",
Laxmikanta Jena,Ok.. Product,3.0 out of 5 stars,"Reviewed in India on August 5, 2020",Verified Purchase,"In 1st day use itself the jar coupler damaged..
But good thing is that after giving complain immidiate mechanic came and repaired..
But its producing more noise i think",
Yaswanth naidu ,The product stopped working today morning. Dissatisfied with the machine performance,1.0 out of 5 stars,"Reviewed in India on April 6, 2022",Verified Purchase,,
V More,Value for Money.. 👍,4.0 out of 5 stars,"Reviewed in India on October 27, 2017",Verified Purchase,"Quality is good..
Little bit noisy..
I got in in very much reasonable price as compare with market..
So completely value for money..
Go for it..",
Amarjeet kumar,A good one from Bajaj,5.0 out of 5 stars,"Reviewed in India on November 6, 2018",Verified Purchase,"Let me tell you all, this product is the best among this price range. Got this one at 1400/- and this is the best from Bajaj at this price. I will suggest you to go for it blindly without seeing the other brands",
Sushantt,Not Reliable,1.0 out of 5 stars,"Reviewed in India on February 4, 2022",Verified Purchase,Machine failed within 3 months of use.,
Sudarshan Kumar,Best,4.0 out of 5 stars,"Reviewed in India on February 23, 2022",Verified Purchase,Ok,
RAVINDRA MANKAR,Gpod,5.0 out of 5 stars,"Reviewed in India on June 24, 2021",Verified Purchase,Good product at this price range.,
Deeksha,Good product,5.0 out of 5 stars,"Reviewed in India on July 20, 2020",Verified Purchase,"A good product in the price range. Been using it for more than a year now. Noise levels can be a little high, but overall quality is satisfactory. Blades are sharp.",
Satya,Good broduct,5.0 out of 5 stars,"Reviewed in India on January 25, 2021",Verified Purchase,Have been using it for two years and not a single problem occured yet.,
Trips...,Running absolutely fine. Keep it clean and covered,4.0 out of 5 stars,"Reviewed in India on September 5, 2017",Verified Purchase,"Running absolutely fine. Keep it clean and covered, and it shines white. I have used it for 2 months now, and very happy with the product for the price.",One person found this helpful
Amazon Customer,Very nice and strong product,5.0 out of 5 stars,"Reviewed in India on November 14, 2020",Verified Purchase,"Easy to handle , locks very nicely , don't even need to use hand on top for the pressure sometimes , it's cap fits very tight . Very satisfied with the purchase .",
Abhijeet Kadam,Good product,3.0 out of 5 stars,"Reviewed in India on October 22, 2019",Verified Purchase,This product is good but not for heavy load..you can make small amount of paste and masala's.blade quality is ok ok,
Chandan Lal,Very good,4.0 out of 5 stars,"Reviewed in India on September 21, 2021",Verified Purchase,I like this,
Amrita Chakravarty,Thumps up.. worth buying in budget.,5.0 out of 5 stars,"Reviewed in India on May 17, 2019",Verified Purchase,"Its a good product , brand value is there. Jar quality is also. As its slimmer is size, its taking less space.",
Anandhan Annamalai,Very worst product,1.0 out of 5 stars,"Reviewed in India on July 26, 2022",Verified Purchase,"Very worst product quality JAR. Once it is locked, very tight ti remove.

Now I have look for separate JAR. Big cheaters",
Madhu Mala,Very good,5.0 out of 5 stars,"Reviewed in India on January 5, 2022",Verified Purchase,Super,
Shrikrishna,At reasonable price this is best deal!!,5.0 out of 5 stars,"Reviewed in India on January 22, 2019",Verified Purchase,We purchased this product almost 2 years back and it still delivering good performance. At reasonable price this is best deal!!,
Kartika Rout,OK!,3.0 out of 5 stars,"Reviewed in India on January 29, 2021",Verified Purchase,Doesn't look good ... Product is not strong.  Sound is getting louder while driving.,
Sahabuddin,G,4.0 out of 5 stars,"Reviewed in India on April 18, 2022",Verified Purchase,Good,
Ayan Pratihar,LOUDER THAN YOUR TV,5.0 out of 5 stars,"Reviewed in India on October 27, 2020",Verified Purchase,"noise level is really loud. it's like construction work is going in your home.
but did the job as a mixture so go buy it if you can ignore loud noise.",
Dr. Suvojit Dutta,Awesome product,5.0 out of 5 stars,"Reviewed in India on May 28, 2021",Verified Purchase,The product is so good 👍,
Gurpreet singh sidhu,Low quality product and mostly jar cap damage,3.0 out of 5 stars,"Reviewed in India on January 1, 2022",Verified Purchase,"1. Low quality
2. To much noise
3. Broken some parts
Not recommend this product",
Deepak Negi,Jar gets jammed,2.0 out of 5 stars,"Reviewed in India on May 2, 2019",Verified Purchase,"Mixer is not properly designed. Due to motor Rotation motion, jar gets stuck. Now i have stuck jar in the motor and need to go to shop to remove it.",
Amazon Customer,Worth the money,5.0 out of 5 stars,"Reviewed in India on December 17, 2021",Verified Purchase,The product is excellent for mixing and grinding.It’s worth the money and I’m more happy to receive a gift (iron) along with the product,
Enbok,damaged product,1.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,"The item was broken when received. Order a replacement and guess what, another damaged product 🤦‍♂️",One person found this helpful
Santhosh PR,Not bad,3.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,Average quality,
Bina lwagun,Not good experience,2.0 out of 5 stars,"Reviewed in India on October 25, 2021",Verified Purchase,Not a good product from bajaj I must say after using it for one year. Just using it for one year only it’s jar got damaged.really disappointed with this purchase.,
Ashok,Not even able to grind banana with milk,1.0 out of 5 stars,"Reviewed in India on May 12, 2022",Verified Purchase,Worst ever purchase. Its not even able to grindr for 1 constant minute. I will stop in middle and we have to wait to reset it.,
Mani Lama,Bajaj grinder,5.0 out of 5 stars,"Reviewed in India on December 3, 2018",Verified Purchase,"Frankly, i am really satisfied with this product. I am using this machine in daily basis well till now everything is fine. All the things are attached in box seen in picture. Durability is all good and main thing its very easy to clean.",
Amazon Customer,Excellent Product,4.0 out of 5 stars,"Reviewed in India on February 27, 2021",Verified Purchase,"Very Good Product, easy to use on daily basis, My MOM is happy.",
prathyusha,Product is not working .need help,1.0 out of 5 stars,"Reviewed in India on September 29, 2020",Verified Purchase,It's not even 10 months I bought this and moxy stopped working al of sudden.please help us in resolcing this problem.as this is still in warranty .,One person found this helpful
Aditya Khandelwal,Too Bad grinding,1.0 out of 5 stars,"Reviewed in India on January 12, 2021",Verified Purchase,"Post 6 month review its worst grinder ever, doesn't refine the grinding items to a seamless mix. Wouldn't recommend anyone to buy Bajaj",
Md Arif alam,Good product,5.0 out of 5 stars,"Reviewed in India on May 23, 2022",Verified Purchase,Good product,
Soumyajit sahoo,Noise level very high,3.0 out of 5 stars,"Reviewed in India on December 8, 2019",Verified Purchase,,One person found this helpful
Jeet shekhar,Good product,5.0 out of 5 stars,"Reviewed in India on November 29, 2021",Verified Purchase,Very good product and a little sound effect sounds much but still very good not less dam per so mix good product thanks to amazon,
Tanmay D.,Defective packaging.,3.0 out of 5 stars,"Reviewed in India on November 24, 2020",Verified Purchase,Packaged seal  was already broken and I found some defect in small container  so I request to replace these product but otherwise it's good  product.,
Amazon Customer,Bajaj Mixer Grinder,5.0 out of 5 stars,"Reviewed in India on August 8, 2020",Verified Purchase,Very affordable. Looks durable and there are containers in 3 sizes. I hv started using it. Home Delivered!!!,
AMITABHA CHOUDHURY,Excelent rate & fastest delivery,5.0 out of 5 stars,"Reviewed in India on July 21, 2018",Verified Purchase,Excelent grinder. I Chequed it . This grinders purchased for gifting. Excelent discounted rate & fastest delivery by Amazon. Thanks  Amazon,
Amazon Customer,Motor got damaged.,1.0 out of 5 stars,"Reviewed in India on January 5, 2022",Verified Purchase,Review after use of 2 years. Now motor got damaged and as per technician it will cost around ₹1200.,
surojit d.,Aswme product,5.0 out of 5 stars,"Reviewed in India on March 4, 2022",Verified Purchase,Very good condition and working smoothly,
RANJIT MONDAL,Normal,5.0 out of 5 stars,"Reviewed in India on September 11, 2021",Verified Purchase,Medium,
Santanu,Awesome deal,5.0 out of 5 stars,"Reviewed in India on November 6, 2021",Verified Purchase,I was able to buy at 30% less than the local market. I am very happy. thank you Amazon,
Mahfuzul Azam,Broken Jar received,1.0 out of 5 stars,"Reviewed in India on June 18, 2021",Verified Purchase,Product is okay but I have received with broken jar.,One person found this helpful
Toni Hoque,Very happy with the product.,5.0 out of 5 stars,"Reviewed in India on November 7, 2020",Verified Purchase,"Giving review after using 2years
Very Good product , I used it in our home for 2 years , It absolutely fine .
No noise problem till now . I am satisfied ,we are satisfied. Go for it .
#bajaj",
HITENDRA VANZARA,excellent product...,5.0 out of 5 stars,"Reviewed in India on May 4, 2021",Verified Purchase,thank you amazon for product with great and honest pricing. quality and performance of the product is very good .go for it..big thumbs up to amazon...,
MUSHAROF AHMED,Good,5.0 out of 5 stars,"Reviewed in India on November 27, 2021",Verified Purchase,Good,
Sushree Sangita,very good,4.0 out of 5 stars,"Reviewed in India on February 26, 2018",Verified Purchase,"its been more than 1 year i am using it.
its working fine though i am not frequent user.
3 jars are good. noise is not too much, as expected in other Mixer.As per price its good.",
Sagar Das,Only 2 jars were sent,2.0 out of 5 stars,"Reviewed in India on January 13, 2022",Verified Purchase,"Had to return the product, as only 2 out of 3 jars were sent along with the mixer grinder.",
Durga Prasad,Best for home use,5.0 out of 5 stars,"Reviewed in India on September 14, 2020",Verified Purchase,"It's good for typical home use....
Grinds perfectly",
mayuri shetty,NON FUNCTIONAL. DEFECTIVE PIECE.,2.0 out of 5 stars,"Reviewed in India on October 3, 2018",Verified Purchase,"THE BIGGEST JAR HAD A HOLE.
THE MEDIUM JAR IS MAKING TOO MUCH NOISE. ONLY THE SMALLEST JAR WAS FITTING. I NEED A REPLACEMENT",
KA,Blade came off on day 1,1.0 out of 5 stars,"Reviewed in India on June 22, 2020",Verified Purchase,The spinner blade came off from base on day 1. Returned back.,
Soumita,using it for 4years,5.0 out of 5 stars,"Reviewed in India on August 31, 2020",Verified Purchase,I have bought it four years back and it is still working fine. Recommended product,
Amazon Customer,Good Product,4.0 out of 5 stars,"Reviewed in India on March 23, 2019",Verified Purchase,"Pros : 1. Looks so good.
2. Works nicely.
Cons : 1. It’s rotator got broken after 6 month when little highly used.",
Harthick,"Excellent quality, no issues whatsoever",5.0 out of 5 stars,"Reviewed in India on September 8, 2017",Verified Purchase,"Excellent quality, no issues whatsoever, working fine with great efficiency, product as shown in the image and nothing is missing and great packing!!!!",
Debasis Bhattacharyya,Value for money.,5.0 out of 5 stars,"Reviewed in India on August 8, 2021",Verified Purchase,"Very good coupling, low noise, good grinding quality. Has been using for more than 19 months",
Anish Toppo,Good product,5.0 out of 5 stars,"Reviewed in India on November 14, 2020",Verified Purchase,Lock karne me muskil ati h ..kabhi kabhi jyada tite ho jata h..baki acha product h,
anant manohar,Star performance,5.0 out of 5 stars,"Reviewed in India on December 26, 2020",Verified Purchase,Very nice mixer grinder. You are star.,
Amazon Customer,Not satisfied,3.0 out of 5 stars,"Reviewed in India on July 17, 2020",Verified Purchase,Does not make a good paste with Jeera. Better options available with same brand.,
Sassy,Value for money product,4.0 out of 5 stars,"Reviewed in India on May 31, 2021",Verified Purchase,"Value for money and compact for kitchen
Jar cap Rubber value is not easy to clean otherwise it's good to use",
MOUSUMI HOM CHOUDHURY,Excellent,5.0 out of 5 stars,"Reviewed in India on June 24, 2021",Verified Purchase,Awesome product,
Md.Taslim Ansari,My product is different from the picture given,1.0 out of 5 stars,"Reviewed in India on July 21, 2020",Verified Purchase,I have got Different model mixer that does not have Bajaj Rex 500 written on it.My product is different from the picture given😷😷😷,One person found this helpful
Neelam,Satisfied customer,4.0 out of 5 stars,"Reviewed in India on December 3, 2018",Verified Purchase,I like the product..fulfill the requirement.Before buying I searched many but finally decided to buy it.worth buying it.thanks amazon,
Anil Kumar,Excellent for daily use,5.0 out of 5 stars,"Reviewed in India on October 13, 2019",Verified Purchase,Good product... Bought in navratri sale.. Now after using 6 months it is working fine. I have Almost using everyday.,
Deepak Samant,It works nicely.,4.0 out of 5 stars,"Reviewed in India on September 20, 2021",Verified Purchase,"Lock feature,easy to clean.",
AMIYA KUMAR NAYAK,Super,4.0 out of 5 stars,"Reviewed in India on February 21, 2022",Verified Purchase,Thanks,
Nisha thakkar,Crap product,1.0 out of 5 stars,"Reviewed in India on August 6, 2020",Verified Purchase,You can't make coconut chatni in this. Big pieces of coconut will be found in chatni. Was not happy so returned it.,
Amazon Customer,nice one,4.0 out of 5 stars,"Reviewed in India on November 23, 2020",Verified Purchase,good one ... low noise then other mixer .. aslo  no issue and problem till now...  i have always received good product from amazon.,
Bibby,Superb,5.0 out of 5 stars,"Reviewed in India on May 25, 2020",Verified Purchase,This is very portable and good for moderate use . I really loved the product value for money .build quality is moderate and light so use it smoothly,
Bodhi D.,Gone bad in 3 months,1.0 out of 5 stars,"Reviewed in India on August 4, 2021",Verified Purchase,"In less than 3 months , this product(Knob) become non-operational, don't know where to repair the same. Waste of money !",
Khushboo,Defective product,1.0 out of 5 stars,"Reviewed in India on June 7, 2020",Verified Purchase,Have received a defective product..1 jar is not working at all.. another one is broken and 3rd one also just average..they are not ready to take the return or replace..horrible experience,
Bheemaraju,Good product,5.0 out of 5 stars,"Reviewed in India on August 12, 2019",Verified Purchase,I was purchased this mixer grinder at 10-August-2016. Present Condition is good nearly 4 years completed no problem.preoceed,
Deepak Sandilya,Best Performance,5.0 out of 5 stars,"Reviewed in India on December 5, 2021",Verified Purchase,Just go for it.. very good,
Debaroti Bhattacharya,Poor quality mixer grinder,1.0 out of 5 stars,"Reviewed in India on March 17, 2020",Verified Purchase,This product is not good at all used it today for the first time to check and very disappointed. I was traveling so couldn't get a chance to upen it earlier. Would prefer to return and buy a different one.,
Shadow,Safety,3.0 out of 5 stars,"Reviewed in India on November 19, 2021",Verified Purchase,"Motor not work.
Spinner is broken..
Worst safety.",
Amazon Buyer KS,Good Product,4.0 out of 5 stars,"Reviewed in India on May 5, 2016",Verified Purchase,I bought this product for my mother. I just went by the Bajaj brand name and ordered it. The product is working well and my mother is completely satisfied with it.,One person found this helpful
Varsha Bamne,"Fantastic, so happy with the product, thanks Amazon and Bajaj",5.0 out of 5 stars,"Reviewed in India on October 20, 2019",Verified Purchase,"Loved this mixer, brought it for my mom and she’s extremely happy. Small in size is the best feature and works fantastic. You get 1 yr warranty from Bajaj.",
Rohit,Just OK product,3.0 out of 5 stars,"Reviewed in India on April 27, 2019",Verified Purchase,I purchased it only for mixer but It can't even make banana shake properly. The pieces remains at the bottom of the jar.,
rahul kumar bharti,Mixar grinder,3.0 out of 5 stars,"Reviewed in India on June 18, 2022",Verified Purchase,Prodect is costly and sarvice is not good are lode is not working machine,
Himadri chatterjee,Good,5.0 out of 5 stars,"Reviewed in India on April 27, 2022",Verified Purchase,Good,
Azra Fatima,Value for money,4.0 out of 5 stars,"Reviewed in India on April 1, 2021",Verified Purchase,I liked it . Its was a good deal for me,
Yash Maurya,Good,3.0 out of 5 stars,"Reviewed in India on November 15, 2021",Verified Purchase,Not all good!,
RAHUL KUMAR GUPTA,Sonchne  ka nahiiiiiiiii..only Buy it...,5.0 out of 5 stars,"Reviewed in India on November 15, 2019",Verified Purchase,"Bole to Just buy na yaar ...
It's handy, and cheap and best...
Sonch KR time waste Kaye ko Krna..
Just buy Yaara...",
Namita Bhandarge,I won't buy anything from Amazon ever.,1.0 out of 5 stars,"Reviewed in India on November 14, 2020",Verified Purchase,The replaced item is again damaged. I'm fed up. Don't you check the item before shipping. The mixer pot has crack. The lock feature is damaged.,One person found this helpful
Madhusudan Kumar,Totally disappointed,1.0 out of 5 stars,"Reviewed in India on November 15, 2020",Verified Purchase,Without jar and jar cap what I said to amazon or bajaj like company I am totally disappointed to see such type of cheating by most popular organization,
Nidhi,Worth to buy Excellent,4.0 out of 5 stars,"Reviewed in India on August 20, 2020",Verified Purchase,"Writing this review after use of 1year
Excellent product 👌
No complaint till now
Noice is normal like any other mixture
(Picture taken after use of 1 year otherwise shine of the mixture was brand new)",
Anupam,Nice product at a superb price,4.0 out of 5 stars,"Reviewed in India on June 4, 2015",Verified Purchase,"Nice product and I got it for only 1200 Rs.

The package contains 3 jars. Only small issue I noticed is the amount of noise it makes. Other than that it's a very good mixer Grinder.",
Pallavi Bhoite,Too much noisy,4.0 out of 5 stars,"Reviewed in India on February 10, 2021",Verified Purchase,Loved the size and the design of the product however it is too much noisy.,
S.mohapatra,Too noisy,3.0 out of 5 stars,"Reviewed in India on June 14, 2020",Verified Purchase,It's good. But takes time to grind. Blades are not so sharp,
Mukesh kumar pandey,Overall it's nice for amall family,4.0 out of 5 stars,"Reviewed in India on April 20, 2022",Verified Purchase,Ok it's very much simple and nice for small 🦐 used,One person found this helpful
Shettigar M,Good for micro fmly,4.0 out of 5 stars,"Reviewed in India on January 4, 2019",Verified Purchase,"Good product
Delivered as per schedule
Product quality is good
Meant for light use as the capacity says 500",
abhay narayan,Falty product received.,1.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,"Reset button was falty since new.
Now service center is asking to pay money for that button. They are saying reset button doesn't comes under warranty.",
Vishal,एक भद्र उपहार/भेंट।,4.0 out of 5 stars,"Reviewed in India on July 26, 2021",Verified Purchase,"मेरी दीदी के लिए भेंट/उपहार के रूप में कीना था। यह एक भद्र और भरोसेमंद उत्पाद साबित हुआ। इसके समान अन्य कई उत्पादों की समीक्षा के पश्चात इसे चुना, निर्णय सही साबित हुआ।",
Tulasi Ram,Good for that price,4.0 out of 5 stars,"Reviewed in India on September 21, 2018",Verified Purchase,"Till now working properly.
Good for that price.
I dont use daily. Once in week.",One person found this helpful
Adit,good though,4.0 out of 5 stars,"Reviewed in India on February 24, 2017",Verified Purchase,the quality is good...initially o given a negetive review... but that was my mistake...it stops working when you use it more than its capacity... you just need to reset it by pressing the button given in bottom of the mixer..,
Bipasha Das,Worst product ever,1.0 out of 5 stars,"Reviewed in India on June 14, 2021",Verified Purchase,Worst products ever.. Don't buy... quality is not good.. the container was broken..👎 after that I never buy from Amazon..every product I purchase.. worst products...👎👎👎,
Anu,Cheap Quality,1.0 out of 5 stars,"Reviewed in India on October 25, 2018",Verified Purchase,Jar quality is not good. Grinder socket has two pin. Ideally three pin socket is good for Grinder. Not worth of money. You can get local made good quality grinder with very less price.,
Shweta,Must buy product,5.0 out of 5 stars,"Reviewed in India on January 22, 2019",Verified Purchase,Seriously how it can be this much amazing... Must buy product go for it without any hesitation... Value for money ignore all the negative reviews and get it...,
Prashant patil,Disappointed by Bajaj,1.0 out of 5 stars,"Reviewed in India on June 26, 2021",Verified Purchase,"It's quite ok but not worth to it's value , it is very noisy as well as poor finishing of jars along with the grinder",
Raahi Safar,My Mom Loved It,4.0 out of 5 stars,"Reviewed in India on September 10, 2020",Verified Purchase,value for money product. At this price point this product is good.,
SOUVIK DUTTA,Value for money,4.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,Nice product,
Mayilvahanan ,Five Stars,2.0 out of 5 stars,"Reviewed in India on April 15, 2018",Verified Purchase,Unfortunately stopped working in 2 days. Returned the product. Appreciate the Amazon's hassle free return policy and the 2 stars for it.,
Ramesh kumar khatri,"Machine is not working,",1.0 out of 5 stars,"Reviewed in India on March 16, 2022",Verified Purchase,Video Player is loading.,
Amazon Customer,Very High noise level,2.0 out of 5 stars,"Reviewed in India on April 10, 2021",Verified Purchase,Makes very loud noise.,
Riz,Good one,5.0 out of 5 stars,"Reviewed in India on August 2, 2019",Verified Purchase,Bit noisy but gives you perfect work...nice one for 2-3 person only...not recommended for families...,
Amazon Customer,Go for it this price,5.0 out of 5 stars,"Reviewed in India on February 24, 2021",Verified Purchase,I using for more than 2 years.now I bought it for my mother too..good product,One person found this helpful
Abu Ammar,Very Nice Love It,5.0 out of 5 stars,"Reviewed in India on November 13, 2021",Verified Purchase,ऐसा बहुत कम होता है ज़बरदस्त प्रोडक्ट वो भी इतना सस्ते दाम में ।,
Deepali,Broken jar,1.0 out of 5 stars,"Reviewed in India on November 12, 2020",Verified Purchase,"This is my first time ordering this on Amazon with my first salary, but what I get is beyond what I expected.. a broken Jar. It just today is holy festival, so we can't return it otherwise I would have.",
Jeet,gets the job done,5.0 out of 5 stars,"Reviewed in India on March 27, 2021",Verified Purchase,gets the job done.,
Amit Gautam,"Recommend to buy, very economical and useful product",5.0 out of 5 stars,"Reviewed in India on September 11, 2017",Verified Purchase,"Product was as expected, economic, occupies small space and is good looking.
Delivery was on time.",2 people found this helpful
Mehul Patel,Amezon Service is best.,4.0 out of 5 stars,"Reviewed in India on April 28, 2021",Verified Purchase,All Product are best 👌,
RAJ,Good product,4.0 out of 5 stars,"Reviewed in India on November 10, 2018",Verified Purchase,"Good items, Still working fine. just go for it. Do not read other negative reviews about it. I personally feel it's a good items.
Amazon fulfilled items blindly you can order",
SuperMom,Good,4.0 out of 5 stars,"Reviewed in India on January 9, 2021",Verified Purchase,Using it till now ...all good,
C. Velayutham,Nice machine,5.0 out of 5 stars,"Reviewed in India on August 3, 2021",Verified Purchase,Running without much noise.,
Satabdi ghosh,Worthy,5.0 out of 5 stars,"Reviewed in India on February 24, 2020",Verified Purchase,I ordered for my mom and it's really a decent product...you people can definitely go for it...,
Richa T.,Working fine for last one month….,5.0 out of 5 stars,"Reviewed in India on June 13, 2021",Verified Purchase,"Noise level is fine…cam not complain, after all its a mixer but not too happy with lock feature. Need to be double check before switching on.",
Pooja ,Ur choice or brand,3.0 out of 5 stars,"Reviewed in India on August 18, 2021",Verified Purchase,"Burning smell comes from it.
Bit smoke also occur in jar while using it.
May be it will be fine after regular use.
Noise level are ok.",
Vicky Souvik,Poor Package,5.0 out of 5 stars,"Reviewed in India on August 12, 2021",Verified Purchase,"Products are ok, check all options are working or not. My N1 regulator was not working. But Amazon sending this with out no packing.",
Avishek Banerjee,Have been sold damaged product by the manufacturer or seller,1.0 out of 5 stars,"Reviewed in India on January 17, 2022",Verified Purchase,The product was sold in damaged condition by seller or manufacturer ( not sure ) but beware please to any new consumer . Don’t buy this,
Vinoth Jayaram,Good mixer grinder,5.0 out of 5 stars,"Reviewed in India on December 9, 2015",Verified Purchase,"I wanted a cheap and good single jar mixer. This comes with 3 jars, so a plus (but I use only one jar). It works great as expected. So I'm totally happy with my investment in this product.",
Rahul C.,Worthy deal.,5.0 out of 5 stars,"Reviewed in India on April 27, 2022",Verified Purchase,"Do little bit noise, but overall very good product.",
Nayan gaur,Must buy,5.0 out of 5 stars,"Reviewed in India on April 28, 2021",Verified Purchase,Product was awesome👏👍,
Amazon Customer,Good machine but makes noise.,4.0 out of 5 stars,"Reviewed in India on August 10, 2020",Verified Purchase,Works well. However makes loud noise . Easy to clean n does nt takes much space.,
Khushbu,Overall worthy of money. Thumbs up purchase!,5.0 out of 5 stars,"Reviewed in India on January 23, 2022",Verified Purchase,"The product was working fine initially. After a month of using, the rotation wasn’t working.",
Harsh,Good but noise should be low,4.0 out of 5 stars,"Reviewed in India on June 20, 2021",Verified Purchase,"Wire should be little more long .....
Its noise is very loud ...
Customer care survice is good .
Other things are fine , just fix these issues",
Kapish Joshi,Value for money,5.0 out of 5 stars,"Reviewed in India on December 20, 2020",Verified Purchase,Posting review after years of use.,
Jay,Becomes too hot while using,3.0 out of 5 stars,"Reviewed in India on March 31, 2019",Verified Purchase,It becomes very hot in just few minutes of use. Works well but they need to fix the heating issue.,
Amazon Customer,Good,3.0 out of 5 stars,"Reviewed in India on July 22, 2021",Verified Purchase,Good,One person found this helpful
Neel More,Good,5.0 out of 5 stars,"Reviewed in India on September 23, 2020",Verified Purchase,"Very nice but the inside blade not good .
I'm not happy",
warsi,They are pavked alredy broken product.,1.0 out of 5 stars,"Reviewed in India on June 1, 2018",Verified Purchase,Wastege of mony.. Product was broken an only two jug avalevil in the packet.,7 people found this helpful
Sidhartha,I got damaged product delivered,2.0 out of 5 stars,"Reviewed in India on January 13, 2019",Verified Purchase,I got damaged product delivered twice. And coincidentally both time the same part is the damged one. Over all product quality also not good.,
R Shree,Bajaj is a bad choice one can ever make ! !,1.0 out of 5 stars,"Reviewed in India on October 4, 2019",Verified Purchase,"Mixer was making loud noise 📢 and Jars were leaking 💧💧....
Disappointed with such a bad 😧 quality of Bajaj....

What a bad 😧 quality check of the 🆕 products by Bajaj...
Take this as a -ve feedback and try to fix it in further orders....",
Ajay Kumar soni,Best mixer grinder,5.0 out of 5 stars,"Reviewed in India on August 26, 2021",Verified Purchase,"Very nice mixer grinder. I ordered second time this mixer. best quality plastic,jar and all experience.",
nifana,Great,5.0 out of 5 stars,"Reviewed in India on February 23, 2019",Verified Purchase,I bought this as a gift for grandma. I already have one and we love it. . Great product for the price.,
pragna purohit,Damaged Product recieved,1.0 out of 5 stars,"Reviewed in India on September 20, 2021",Verified Purchase,"One of the cap was broken when recieved, otherwise everything looks good, I will replace  with the same product, hope next  time I won't get broken one.",
Chetan Kumar PG,Expectation not reached,3.0 out of 5 stars,"Reviewed in India on September 20, 2018",Verified Purchase,"The product feels like fake brand.
I didn't feel this product is original Bajaj brand.
Sound is too much. Please don't buy this product if you don't like sound.",
Siva P.,Worst possible product,1.0 out of 5 stars,"Reviewed in India on August 11, 2020",Verified Purchase,"Juicer most useless
Wet grinder jar blade assembly slipped in one months use.Repairers advice to discard and throwaway
Only small dry grinding jar good.
Coupling failed in 2 months.waste of money.",
Manoj,"Duplicate products, stopped working",1.0 out of 5 stars,"Reviewed in India on July 31, 2020",Verified Purchase,"It's not working, wondering in 3 months how it stopped working? 😢
Duplicate products ??
Where i can repair it?",
rahul,Ok,4.0 out of 5 stars,"Reviewed in India on August 2, 2021",Verified Purchase,Ok,
