Name,Title,aiconalt,View,State,View1,asizebase
PRIYANKA,Not worth it,2.0 out of 5 stars,"Reviewed in India on September 30, 2020",Verified Purchase,"Make huge noise, also blades are made of iron and thus gets eroded in less than 15 days.. Also lid of jar, difficult to clean.",
Sanjib Karmakar,Super quality product,5.0 out of 5 stars,"Reviewed in India on October 25, 2019",Verified Purchase,"Very nice product in this price segment
So thank you Bajaj thank you Amazon",
Mrs SG,Good product,5.0 out of 5 stars,"Reviewed in India on June 15, 2020",Verified Purchase,"Thanks amazon. Noise level high, lock features good and easy to clean.. very good for small family..",One person found this helpful
Shoaib Aalam,VALUE FOR MONEY,5.0 out of 5 stars,"Reviewed in India on April 17, 2021",Verified Purchase,"Very Good Product of Bajaj in whole Amazon! - that's value for money , I'll buyed this Mixer Grinder in just 2235rs! , Very Powerful Motor of this. That's Gazab! :)",
Lalit Shah,good value for money,4.0 out of 5 stars,"Reviewed in India on January 4, 2021",Verified Purchase,add glass jar as an option,
Shivanshu,Product is not working well,1.0 out of 5 stars,"Reviewed in India on April 7, 2022",Verified Purchase,I purchased this product in october and now its rotating switch is not working as well it's coming out from the grinder..,
Rajat,Duplicate,1.0 out of 5 stars,"Reviewed in India on May 5, 2021",Verified Purchase,,
Rafia,Bad quality,1.0 out of 5 stars,"Reviewed in India on November 6, 2021",Verified Purchase,Cap of one of the jar broke the very first day and after three uses it stopped working. Bad bad bad product,
Dilip Kumar Gayen,Quality of jar is poor,3.0 out of 5 stars,"Reviewed in India on June 27, 2021",Verified Purchase,Quality of jar is poor. Due to low power (500 W) it can not glinde more amount of any items. You have to glinde less amount at a time.,
Alankrita Chauhan,It works,4.0 out of 5 stars,"Reviewed in India on August 23, 2021",Verified Purchase,It’s been with us for a while now and it works just fine.,
meg,"good one, must buy. .",5.0 out of 5 stars,"Reviewed in India on September 14, 2019",Verified Purchase,"Prouduct is good. . Fast mixing for idli, dosa, vada etc, am using from 2 months. . No complaints, steel nd lid  also quality. . Must buy. ..",
subhendra,Good,5.0 out of 5 stars,"Reviewed in India on June 4, 2021",Verified Purchase,Good,
Elangovan,Product is not good,3.0 out of 5 stars,"Reviewed in India on April 19, 2021",Verified Purchase,Product is not good..We need to go shopping and buy such products instead of ordering online.. I m using it However Very bad experience with this product,
Rajat Sushil Singhal,bad product,1.0 out of 5 stars,"Reviewed in India on January 25, 2017",Verified Purchase,Bought on 28th December 2016. Lasted exactly 15 days and now it is dead. is there a refund policy. please refund my money and take back this bad product. Did not last even 30 days.,
pjbrathinam,Worth purchase.,4.0 out of 5 stars,"Reviewed in India on May 24, 2021",Verified Purchase,"Very good item.received in good condition.
Value worth for this less rate.",
Subash Babu G,Cheap and Best,4.0 out of 5 stars,"Reviewed in India on October 23, 2020",Verified Purchase,"Like :
Good quality with this Price range. Weightless.

Dislike:
Noice level is high which is similar to other brand with this price range.",
thejus joseph,reasonably good,4.0 out of 5 stars,"Reviewed in India on July 15, 2019",Verified Purchase,"compact machine,nice blades, no much sound. best for middle class satellite family",
T V Menon,Good buy,5.0 out of 5 stars,"Reviewed in India on May 10, 2021",Verified Purchase,Good product,
Shubham Loni,Not worth,3.0 out of 5 stars,"Reviewed in India on June 6, 2020",Verified Purchase,"Not satisfied with product.
Posting this review afrer 15 days of use.
The mixer lacks in grinding efficiently and makes lot of noise than usual.",
Amit Anshu,Bajaj mixer,1.0 out of 5 stars,"Reviewed in India on May 27, 2021",Verified Purchase,The blades are it good and it heats little to fast. Please don't consider it unless it's coming for free.,
Saurav,Small jar leakage in new item itself.,1.0 out of 5 stars,"Reviewed in India on March 22, 2022",Verified Purchase,"Disgusting product , small jar leakage and too much noise",
Sudha ,Good product,5.0 out of 5 stars,"Reviewed in India on August 25, 2020",Verified Purchase,Product is good but knife is missing 😔,
Javed,Problem in grinding,1.0 out of 5 stars,"Reviewed in India on January 17, 2021",Verified Purchase,Problem in grinding in 4 months.,
Amazon Customer,Very disappointed,1.0 out of 5 stars,"Reviewed in India on December 1, 2019",Verified Purchase,The noise is terrible. Never expected a branded product to be like this. Very disappointed. Buy at your own risk,
Sameer kumar,Bajaj rex500 grinder,5.0 out of 5 stars,"Reviewed in India on April 20, 2022",Verified Purchase,"This product is really very good and easy to use , cost is really very low in Amazon, very easy to handle and use..",
Bhupendra,best product,5.0 out of 5 stars,"Reviewed in India on June 1, 2022",Verified Purchase,using for 2 years and great product,
Ram khandait,Bajaj rex 500,5.0 out of 5 stars,"Reviewed in India on July 9, 2020",Verified Purchase,I like this product but there is too much noise while using it without jar otherwise it is the best product as compared to cost it is aslo very easy to clean i will say thanks for amazon for hign quality level...,
ATANU KOLEY,Ovalaal good purchase at a cost 1700.,1.0 out of 5 stars,"Reviewed in India on January 30, 2019",Verified Purchase,"Not such a good product from a reputed company.Few days before it stopped working,after few days service man came from company they solve the problem.",
Rocky Gupta,Works well,5.0 out of 5 stars,"Reviewed in India on May 31, 2021",Verified Purchase,Good product for the price but the machine sound quite noisy.,
s k kapoor,Good product,5.0 out of 5 stars,"Reviewed in India on March 7, 2021",Verified Purchase,Compact mixi. Easy to use nd clean.,
Banambar Pradhan,Excellent 👌👌👌,5.0 out of 5 stars,"Reviewed in India on June 20, 2021",Verified Purchase,Good product,
shahnawaz,Good Product,3.0 out of 5 stars,"Reviewed in India on July 29, 2020",Verified Purchase,"Too much noisy.Locking system needs to be improved.
Worth for money",
SUDEEP,Good quality,5.0 out of 5 stars,"Reviewed in India on March 25, 2021",Verified Purchase,Good quality,
Armature Reaction,Poor packaging by the seller,4.0 out of 5 stars,"Reviewed in India on June 26, 2021",Verified Purchase,Video Player is loading.,
Chanchal K. Sinha,Strong and easy,5.0 out of 5 stars,"Reviewed in India on March 12, 2022",Verified Purchase,All good.. ordered it second time,
Shiv Shankar,Bajaj- Chalta rahe,4.0 out of 5 stars,"Reviewed in India on February 11, 2019",Verified Purchase,One of the best mixer grinder I've used. Easy to use and clean. It is durable and most important whenever I want to have juice I have  it. It became a part of my breakfast.,
Subrata Roy,Good,4.0 out of 5 stars,"Reviewed in India on May 12, 2021",Verified Purchase,Good,
Nikhil Chopade,Do not buy.,1.0 out of 5 stars,"Reviewed in India on November 23, 2021",Verified Purchase,"Not good quality, go for other brands",
Jerin M James,Below Average Product,3.0 out of 5 stars,"Reviewed in India on February 23, 2022",Verified Purchase,"Cheap steel material is used in the jars and the lids are not properly attaching.
No earth pin specifically.",
Masoom Reza Rahi,Qualitatively good.,5.0 out of 5 stars,"Reviewed in India on March 24, 2021",Verified Purchase,Reviewing after years. Its still working fine.,
Ajeet singh,Product is good not best,3.0 out of 5 stars,"Reviewed in India on April 16, 2021",Verified Purchase,"Value for money product and company tag is very important so I will gave 3 🌟🌟🌟
Noise is so high",
Nayak,Defective product,1.0 out of 5 stars,"Reviewed in India on January 18, 2019",Verified Purchase,"Received a defective product.
The base of 1 of the jars is broken. but my bad luck, I checked it only after 1 year of purchase.so can't even replace it",One person found this helpful
Koushik D,Best mixer and grinder,5.0 out of 5 stars,"Reviewed in India on November 9, 2018",Verified Purchase,good product at this price...but i am not satisfied with it's packaging..my packaging was very bad from seller,
SHRABAN PAN,Best product ever,5.0 out of 5 stars,"Reviewed in India on February 29, 2020",Verified Purchase,I've been using it since 1st day of my buy..it's been a long time it is still working..Go for it,
Vishal Navekar,Good,5.0 out of 5 stars,"Reviewed in India on February 26, 2019",Verified Purchase,"It was good for the price paid, good quality, only noise can be reduced. Amazon must give service in Marathi.",
Dhruv,Machine seema ok but jars are rubbish,2.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,"Too much noise, vibrations and leakage of liquid even after applying whole hand pressure.",
Gaytri srivastava,Found best,5.0 out of 5 stars,"Reviewed in India on January 14, 2022",Verified Purchase,Like,
Tapan,Good,4.0 out of 5 stars,"Reviewed in India on May 2, 2021",Verified Purchase,Like,
keerthikommuri,Pieces of vegetables left when making juices,3.0 out of 5 stars,"Reviewed in India on September 7, 2020",Verified Purchase,When I make carrot or beetroot juices in the biggest jar there are vegetable pieces left at the bottom. It is not efficient for making juices. The small and the medium Jars are good.,
Waqar Ahmad,Very Poor Quality,2.0 out of 5 stars,"Reviewed in India on May 23, 2019",Verified Purchase,Please don't buy this product. The jars of this product are of very low quality and they will not grind or mix properly. Also they leak when you try to make any shake. Only the motor is okay and will last long upto 5-6 years.,
Swati,Good,5.0 out of 5 stars,"Reviewed in India on April 24, 2021",Verified Purchase,It's all good,
Rajeev kumar,Nice product,4.0 out of 5 stars,"Reviewed in India on June 10, 2020",Verified Purchase,"Using from last 1 year. No problem till now.
Simple and Easy to use.",
Akanksha,"Value for money, good functioning",5.0 out of 5 stars,"Reviewed in India on November 2, 2019",Verified Purchase,"Value for money, good functioning, easy to clean, lightweight vessels",
Sunny,High noise and vibration.,1.0 out of 5 stars,"Reviewed in India on November 17, 2020",Verified Purchase,Heavy noise and vibrations. Complete locality will know when you will use it such high is its noise.,
Manish Srivastava,Bajaj rocks,5.0 out of 5 stars,"Reviewed in India on October 22, 2021",Verified Purchase,Nothing best on this price. Love it,
Galab,Good,3.0 out of 5 stars,"Reviewed in India on December 26, 2021",Verified Purchase,Nice one thank u bajaj,
Krishna Pratap Singh chandel,Value for money,5.0 out of 5 stars,"Reviewed in India on July 13, 2021",Verified Purchase,"I love my mixer,it is really in very good working condition",
Amazon Customer,Worth buying value for money,5.0 out of 5 stars,"Reviewed in India on December 11, 2021",Verified Purchase,Worth buying value for money,
poonachauhan,Very good product,5.0 out of 5 stars,"Reviewed in India on October 31, 2020",Verified Purchase,Very good packaging and high speed,
Amazon Customer,Good Product,5.0 out of 5 stars,"Reviewed in India on February 2, 2021",Verified Purchase,Value for money,
